# Species	Genes	Alg.-Conn.	Poxalicum_114-2.fasta	Anidulans_FGSC_A4_v.s10-m04-r16.fasta
2	2	1	PDE_01064	AN8141
2	2	1	PDE_01067	AN11217
2	2	1	PDE_01071	AN3496
2	2	1	PDE_01076	AN2610
2	2	1	PDE_01080	AN6525
2	2	1	PDE_01081	AN6524
2	2	1	PDE_01082	AN6523
2	2	1	PDE_01083	AN6522
2	2	1	PDE_01084	AN6549
2	2	1	PDE_00114	AN11891
2	2	1	PDE_01086	AN6547
2	2	1	PDE_01087	AN6546
2	2	1	PDE_01088	AN6545
2	2	1	PDE_01089	AN6544
2	2	1	PDE_01090	AN6543
2	2	1	PDE_01092	AN6542
2	2	1	PDE_01093	AN6541
2	2	1	PDE_01094	AN6540
2	2	1	PDE_01096	AN3295
2	2	1	PDE_01097	AN6538
2	2	1	PDE_01098	AN6537
2	2	1	PDE_01099	AN6536
2	2	1	PDE_01101	AN6534
2	2	1	PDE_01104	AN12122
2	2	1	PDE_01105	AN6554
2	2	1	PDE_01106	AN6553
2	2	1	PDE_01107	AN6555
2	2	1	PDE_01108	AN6556
2	2	1	PDE_01109	AN6557
2	2	1	PDE_01112	AN8462
2	2	1	PDE_01115	AN6558
2	2	1	PDE_01118	AN4848
2	2	1	PDE_01139	AN10287
2	2	1	PDE_01144	AN10626
2	2	1	PDE_01147	AN10631
2	2	1	PDE_01152	AN6560
2	2	1	PDE_01153	AN6561
2	2	1	PDE_01154	AN6562
2	2	1	PDE_01155	AN6563
2	2	1	PDE_01156	AN6564
2	2	1	PDE_01157	AN6565
2	2	1	PDE_01159	AN6566
2	2	1	PDE_01160	AN6567
2	2	1	PDE_01161	AN6568
2	2	1	PDE_01162	AN6569
2	2	1	PDE_01163	AN6570
2	2	1	PDE_01165	AN8614
2	2	1	PDE_01166	AN2351
2	2	1	PDE_01167	AN3250
2	2	1	PDE_01169	AN6771
2	2	1	PDE_01170	AN11746
2	2	1	PDE_01172	AN11747
2	2	1	PDE_01173	AN7489
2	2	1	PDE_01174	AN7488
2	2	1	PDE_01175	AN7487
2	2	1	PDE_01177	AN7485
2	2	1	PDE_01178	AN7484
2	2	1	PDE_01186	AN8603
2	2	1	PDE_01191	AN8527
2	2	1	PDE_01193	AN2705
2	2	1	PDE_01198	AN8952
2	2	1	PDE_01199	AN8951
2	2	1	PDE_01201	AN3402
2	2	1	PDE_01202	AN5355
2	2	1	PDE_01204	AN12039
2	2	1	PDE_01205	AN2250
2	2	1	PDE_01207	AN6761
2	2	1	PDE_01208	AN0058
2	2	1	PDE_01209	AN0394
2	2	1	PDE_01211	AN3876
2	2	1	PDE_00113	AN11892
2	2	1	PDE_00112	AN0952
2	2	1	PDE_01216	AN7881
2	2	1	PDE_01218	AN7879
2	2	1	PDE_00110	AN10344
2	2	1	PDE_01230	AN8507
2	2	1	PDE_01231	AN7332
2	2	1	PDE_01241	AN5370
2	2	1	PDE_01249	AN11161
2	2	1	PDE_00108	AN0953
2	2	1	PDE_01257	AN3221
2	2	1	PDE_01258	AN3217
2	2	1	PDE_01260	AN3211
2	2	1	PDE_01261	AN9524
2	2	1	PDE_01265	AN1290
2	2	1	PDE_01268	AN3220
2	2	1	PDE_01270	AN3222
2	2	1	PDE_01271	AN3223
2	2	1	PDE_01272	AN1292
2	2	1	PDE_01276	AN3224
2	2	1	PDE_01277	AN9183
2	2	1	PDE_01278	AN10358
2	2	1	PDE_01279	AN10345
2	2	1	PDE_01280	AN11680
2	2	1	PDE_01281	AN2806
2	2	1	PDE_01285	AN3194
2	2	1	PDE_01286	AN3196
2	2	1	PDE_01287	AN3195
2	2	1	PDE_01289	AN10380
2	2	1	PDE_01290	AN3190
2	2	1	PDE_01293	AN9008
2	2	1	PDE_01295	AN3193
2	2	1	PDE_01297	AN10378
2	2	1	PDE_01298	AN2477
2	2	1	PDE_01299	AN2479
2	2	1	PDE_01300	AN2480
2	2	1	PDE_01301	AN2481
2	2	1	PDE_01303	AN2488
2	2	1	PDE_01304	AN2487
2	2	1	PDE_01305	AN11344
2	2	1	PDE_01306	AN2485
2	2	1	PDE_01308	AN10313
2	2	1	PDE_01309	AN2484
2	2	1	PDE_01310	AN3415
2	2	1	PDE_01312	AN2483
2	2	1	PDE_01313	AN2482
2	2	1	PDE_01314	AN8488
2	2	1	PDE_01315	AN2360
2	2	1	PDE_01318	AN7782
2	2	1	PDE_01320	AN2473
2	2	1	PDE_01321	AN2474
2	2	1	PDE_01322	AN2475
2	2	1	PDE_01324	AN3901
2	2	1	PDE_01325	AN7182
2	2	1	PDE_01326	AN7184
2	2	1	PDE_01327	AN12151
2	2	1	PDE_01328	AN7185
2	2	1	PDE_01329	AN2476
2	2	1	PDE_01330	AN1723
2	2	1	PDE_01332	AN7173
2	2	1	PDE_01333	AN7165
2	2	1	PDE_01334	AN6941
2	2	1	PDE_01338	AN8433
2	2	1	PDE_01342	AN1625
2	2	1	PDE_01343	AN10902
2	2	1	PDE_01345	AN7169
2	2	1	PDE_01346	AN1813
2	2	1	PDE_01348	AN7170
2	2	1	PDE_01349	AN0020
2	2	1	PDE_01350	AN7150
2	2	1	PDE_01353	AN7159
2	2	1	PDE_01354	AN5463
2	2	1	PDE_01356	AN10422
2	2	1	PDE_01357	AN8339
2	2	1	PDE_01358	AN7148
2	2	1	PDE_01361	AN7149
2	2	1	PDE_01365	AN7143
2	2	1	PDE_01366	AN7144
2	2	1	PDE_01367	AN7145
2	2	1	PDE_01368	AN7146
2	2	1	PDE_01371	AN11120
2	2	1	PDE_01372	AN7142
2	2	1	PDE_01374	AN7141
2	2	1	PDE_01375	AN0200
2	2	1	PDE_01376	AN7619
2	2	1	PDE_01381	AN7139
2	2	1	PDE_00107	AN0954
2	2	1	PDE_01384	AN10901
2	2	1	PDE_01385	AN7135
2	2	1	PDE_01387	AN10900
2	2	1	PDE_01388	AN10891
2	2	1	PDE_01389	AN2815
2	2	1	PDE_00106	AN10130
2	2	1	PDE_01392	AN8942
2	2	1	PDE_01395	AN10028
2	2	1	PDE_01396	AN9360
2	2	1	PDE_01397	AN9359
2	2	1	PDE_01398	AN9358
2	2	1	PDE_01399	AN9357
2	2	1	PDE_01400	AN9362
2	2	1	PDE_01401	AN11828
2	2	1	PDE_01403	AN9340
2	2	1	PDE_01404	AN9339
2	2	1	PDE_01405	AN7171
2	2	1	PDE_01406	AN0765
2	2	1	PDE_01407	AN11076
2	2	1	PDE_01410	AN7987
2	2	1	PDE_01411	AN8639
2	2	1	PDE_01413	AN2175
2	2	1	PDE_01415	AN9377
2	2	1	PDE_01418	AN8004
2	2	1	PDE_01419	AN9395
2	2	1	PDE_01420	AN9394
2	2	1	PDE_01421	AN12386
2	2	1	PDE_01422	AN9392
2	2	1	PDE_01425	AN9393
2	2	1	PDE_01426	AN10479
2	2	1	PDE_01427	AN3862
2	2	1	PDE_01430	AN2580
2	2	1	PDE_01435	AN9396
2	2	1	PDE_01436	AN9397
2	2	1	PDE_01440	AN7123
2	2	1	PDE_01441	AN9398
2	2	1	PDE_01442	AN9399
2	2	1	PDE_01443	AN9400
2	2	1	PDE_01444	AN9401
2	2	1	PDE_01445	AN9402
2	2	1	PDE_01446	AN9403
2	2	1	PDE_01447	AN9404
2	2	1	PDE_01448	AN9405
2	2	1	PDE_01449	AN9406
2	2	1	PDE_01451	AN9407
2	2	1	PDE_01453	AN9408
2	2	1	PDE_01454	AN11832
2	2	1	PDE_01456	AN9409
2	2	1	PDE_01458	AN9410
2	2	1	PDE_01459	AN1404
2	2	1	PDE_01460	AN5797
2	2	1	PDE_01461	AN8293
2	2	1	PDE_01462	AN8292
2	2	1	PDE_01463	AN10865
2	2	1	PDE_01464	AN11176
2	2	1	PDE_00105	AN10137
2	2	1	PDE_01468	AN2664
2	2	1	PDE_01475	AN9505
2	2	1	PDE_01479	AN4127
2	2	1	PDE_01480	AN9297
2	2	1	PDE_01481	AN5843
2	2	1	PDE_01482	AN5842
2	2	1	PDE_01483	AN3770
2	2	1	PDE_01484	AN9059
2	2	1	PDE_01485	AN9060
2	2	1	PDE_01486	AN9061
2	2	1	PDE_01488	AN3470
2	2	1	PDE_01489	AN3469
2	2	1	PDE_01490	AN3468
2	2	1	PDE_01491	AN3467
2	2	1	PDE_01492	AN3466
2	2	1	PDE_01494	AN3464
2	2	1	PDE_01495	AN3463
2	2	1	PDE_01496	AN3462
2	2	1	PDE_01497	AN3461
2	2	1	PDE_01498	AN10417
2	2	1	PDE_01499	AN10415
2	2	1	PDE_01500	AN3459
2	2	1	PDE_01501	AN3458
2	2	1	PDE_01502	AN3457
2	2	1	PDE_01503	AN3456
2	2	1	PDE_01504	AN3455
2	2	1	PDE_01505	AN3454
2	2	1	PDE_01506	AN3453
2	2	1	PDE_01507	AN3452
2	2	1	PDE_01509	AN3451
2	2	1	PDE_01510	AN3450
2	2	1	PDE_01511	AN3449
2	2	1	PDE_01512	AN3448
2	2	1	PDE_01513	AN3447
2	2	1	PDE_01514	AN3446
2	2	1	PDE_01515	AN3445
2	2	1	PDE_01516	AN10414
2	2	1	PDE_01517	AN10416
2	2	1	PDE_01518	AN10418
2	2	1	PDE_01519	AN10413
2	2	1	PDE_01520	AN3442
2	2	1	PDE_01521	AN3441
2	2	1	PDE_01522	AN10410
2	2	1	PDE_01523	AN10411
2	2	1	PDE_01524	AN3439
2	2	1	PDE_01525	AN3438
2	2	1	PDE_01527	AN3437
2	2	1	PDE_01528	AN3431
2	2	1	PDE_01529	AN3390
2	2	1	PDE_01530	AN3430
2	2	1	PDE_01531	AN3435
2	2	1	PDE_01536	AN3433
2	2	1	PDE_01540	AN3432
2	2	1	PDE_01542	AN10407
2	2	1	PDE_01543	AN10409
2	2	1	PDE_01544	AN3427
2	2	1	PDE_01545	AN10408
2	2	1	PDE_01546	AN10406
2	2	1	PDE_01547	AN3425
2	2	1	PDE_01548	AN3424
2	2	1	PDE_01549	AN3423
2	2	1	PDE_01550	AN3422
2	2	1	PDE_01552	AN2770
2	2	1	PDE_01553	AN2771
2	2	1	PDE_01554	AN2772
2	2	1	PDE_01555	AN2773
2	2	1	PDE_01556	AN6075
2	2	1	PDE_01557	AN2775
2	2	1	PDE_01559	AN2776
2	2	1	PDE_01560	AN10339
2	2	1	PDE_01561	AN10336
2	2	1	PDE_01562	AN2759
2	2	1	PDE_01564	AN2760
2	2	1	PDE_01566	AN8630
2	2	1	PDE_01567	AN7832
2	2	1	PDE_01568	AN2761
2	2	1	PDE_01569	AN2762
2	2	1	PDE_01570	AN2763
2	2	1	PDE_01571	AN2764
2	2	1	PDE_01574	AN2766
2	2	1	PDE_01575	AN4768
2	2	1	PDE_01576	AN4769
2	2	1	PDE_01577	AN4767
2	2	1	PDE_01579	AN4766
2	2	1	PDE_01581	AN4764
2	2	1	PDE_01582	AN4763
2	2	1	PDE_01583	AN4762
2	2	1	PDE_01584	AN4761
2	2	1	PDE_01585	AN4760
2	2	1	PDE_01586	AN10590
2	2	1	PDE_01587	AN10586
2	2	1	PDE_01588	AN10583
2	2	1	PDE_01589	AN4757
2	2	1	PDE_01590	AN4758
2	2	1	PDE_01591	AN4759
2	2	1	PDE_01592	AN4755
2	2	1	PDE_01593	AN4754
2	2	1	PDE_01594	AN4753
2	2	1	PDE_01595	AN4752
2	2	1	PDE_01596	AN4751
2	2	1	PDE_01598	AN4743
2	2	1	PDE_01599	AN1067
2	2	1	PDE_01600	AN4745
2	2	1	PDE_01601	AN4746
2	2	1	PDE_01602	AN4747
2	2	1	PDE_01603	AN4742
2	2	1	PDE_01604	AN11978
2	2	1	PDE_01605	AN4741
2	2	1	PDE_01607	AN4740
2	2	1	PDE_01608	AN4739
2	2	1	PDE_01609	AN4735
2	2	1	PDE_01610	AN10585
2	2	1	PDE_01611	AN4736
2	2	1	PDE_01613	AN4734
2	2	1	PDE_01614	AN2756
2	2	1	PDE_01615	AN2757
2	2	1	PDE_01616	AN10340
2	2	1	PDE_01618	AN10337
2	2	1	PDE_01619	AN2768
2	2	1	PDE_01620	AN2769
2	2	1	PDE_01621	AN2370
2	2	1	PDE_01623	AN2962
2	2	1	PDE_01624	AN10370
2	2	1	PDE_01625	AN1805
2	2	1	PDE_01628	AN2961
2	2	1	PDE_01629	AN2960
2	2	1	PDE_01630	AN2959
2	2	1	PDE_01631	AN10371
2	2	1	PDE_01634	AN2947
2	2	1	PDE_01635	AN2592
2	2	1	PDE_01636	AN2949
2	2	1	PDE_01637	AN2951
2	2	1	PDE_01638	AN2952
2	2	1	PDE_01639	AN2953
2	2	1	PDE_01641	AN2954
2	2	1	PDE_01643	AN2955
2	2	1	PDE_01644	AN2946
2	2	1	PDE_01645	AN10467
2	2	1	PDE_01646	AN2918
2	2	1	PDE_01647	AN2917
2	2	1	PDE_01648	AN2916
2	2	1	PDE_01650	AN2914
2	2	1	PDE_01651	AN6353
2	2	1	PDE_01652	AN2913
2	2	1	PDE_01653	AN2912
2	2	1	PDE_01656	AN4866
2	2	1	PDE_01657	AN4865
2	2	1	PDE_01658	AN4864
2	2	1	PDE_01659	AN4863
2	2	1	PDE_01660	AN4862
2	2	1	PDE_01661	AN4861
2	2	1	PDE_01662	AN11766
2	2	1	PDE_01663	AN4857
2	2	1	PDE_01664	AN11765
2	2	1	PDE_01665	AN10608
2	2	1	PDE_01674	AN4859
2	2	1	PDE_01675	AN4860
2	2	1	PDE_01677	AN12479
2	2	1	PDE_01678	AN9526
2	2	1	PDE_01680	AN10582
2	2	1	PDE_01681	AN8521
2	2	1	PDE_01682	AN5303
2	2	1	PDE_01684	AN5302
2	2	1	PDE_01685	AN6571
2	2	1	PDE_01688	AN11061
2	2	1	PDE_01689	AN6835
2	2	1	PDE_00104	AN0956
2	2	1	PDE_01692	AN4597
2	2	1	PDE_01693	AN4596
2	2	1	PDE_01694	AN4595
2	2	1	PDE_01695	AN4594
2	2	1	PDE_01696	AN4593
2	2	1	PDE_01697	AN4592
2	2	1	PDE_01698	AN4591
2	2	1	PDE_01699	AN9316
2	2	1	PDE_01700	AN12465
2	2	1	PDE_01701	AN1853
2	2	1	PDE_01702	AN11108
2	2	1	PDE_01704	AN4590
2	2	1	PDE_01705	AN4587
2	2	1	PDE_01709	AN4585
2	2	1	PDE_01710	AN4584
2	2	1	PDE_01711	AN4583
2	2	1	PDE_01712	AN8982
2	2	1	PDE_01713	AN4577
2	2	1	PDE_01714	AN4578
2	2	1	PDE_01715	AN4579
2	2	1	PDE_01719	AN4117
2	2	1	PDE_01720	AN4580
2	2	1	PDE_01721	AN4581
2	2	1	PDE_01722	AN4582
2	2	1	PDE_01724	AN3023
2	2	1	PDE_01725	AN3024
2	2	1	PDE_01727	AN3026
2	2	1	PDE_01728	AN3027
2	2	1	PDE_01731	AN3028
2	2	1	PDE_01733	AN3029
2	2	1	PDE_01734	AN3030
2	2	1	PDE_01735	AN3031
2	2	1	PDE_01738	AN3033
2	2	1	PDE_01739	AN3034
2	2	1	PDE_01740	AN11699
2	2	1	PDE_01741	AN3035
2	2	1	PDE_01742	AN3036
2	2	1	PDE_01743	AN3038
2	2	1	PDE_01744	AN3039
2	2	1	PDE_01745	AN3040
2	2	1	PDE_01747	AN11702
2	2	1	PDE_01749	AN3050
2	2	1	PDE_01750	AN3044
2	2	1	PDE_01751	AN3043
2	2	1	PDE_01752	AN6420
2	2	1	PDE_01755	AN4842
2	2	1	PDE_01756	AN4843
2	2	1	PDE_01757	AN4850
2	2	1	PDE_01759	AN10603
2	2	1	PDE_01760	AN4853
2	2	1	PDE_01762	AN4840
2	2	1	PDE_01763	AN4839
2	2	1	PDE_01764	AN4838
2	2	1	PDE_01766	AN12127
2	2	1	PDE_01768	AN4836
2	2	1	PDE_01769	AN4835
2	2	1	PDE_01770	AN4834
2	2	1	PDE_01771	AN4833
2	2	1	PDE_01772	AN4832
2	2	1	PDE_01773	AN4830
2	2	1	PDE_01774	AN4824
2	2	1	PDE_01775	AN4823
2	2	1	PDE_01777	AN9446
2	2	1	PDE_01778	AN11232
2	2	1	PDE_01779	AN11233
2	2	1	PDE_01780	AN4820
2	2	1	PDE_01786	AN4054
2	2	1	PDE_01790	AN4640
2	2	1	PDE_01793	AN4817
2	2	1	PDE_01794	AN4814
2	2	1	PDE_01797	AN4810
2	2	1	PDE_01798	AN4809
2	2	1	PDE_01800	AN10598
2	2	1	PDE_01801	AN10595
2	2	1	PDE_01802	AN4807
2	2	1	PDE_01803	AN4806
2	2	1	PDE_01804	AN4805
2	2	1	PDE_01805	AN4804
2	2	1	PDE_01806	AN4803
2	2	1	PDE_01807	AN4802
2	2	1	PDE_01808	AN0170
2	2	1	PDE_01809	AN4799
2	2	1	PDE_01810	AN4589
2	2	1	PDE_01811	AN4800
2	2	1	PDE_01812	AN10594
2	2	1	PDE_01813	AN4797
2	2	1	PDE_01814	AN4796
2	2	1	PDE_01815	AN4795
2	2	1	PDE_01817	AN4794
2	2	1	PDE_01818	AN4793
2	2	1	PDE_01819	AN4792
2	2	1	PDE_01820	AN4791
2	2	1	PDE_01821	AN4790
2	2	1	PDE_01822	AN4789
2	2	1	PDE_01823	AN4788
2	2	1	PDE_01825	AN4786
2	2	1	PDE_01826	AN4785
2	2	1	PDE_01827	AN5938
2	2	1	PDE_01828	AN4774
2	2	1	PDE_01829	AN4775
2	2	1	PDE_01830	AN4776
2	2	1	PDE_01832	AN4777
2	2	1	PDE_01834	AN4778
2	2	1	PDE_01836	AN4779
2	2	1	PDE_01837	AN4780
2	2	1	PDE_01838	AN4781
2	2	1	PDE_01839	AN4782
2	2	1	PDE_01840	AN4783
2	2	1	PDE_01844	AN4784
2	2	1	PDE_01848	AN12221
2	2	1	PDE_01849	AN12223
2	2	1	PDE_01850	AN8400
2	2	1	PDE_01851	AN6760
2	2	1	PDE_01854	AN7943
2	2	1	PDE_01855	AN4565
2	2	1	PDE_01856	AN4566
2	2	1	PDE_01858	AN10570
2	2	1	PDE_01859	AN4569
2	2	1	PDE_01860	AN4570
2	2	1	PDE_01861	AN4571
2	2	1	PDE_01862	AN4572
2	2	1	PDE_01863	AN2319
2	2	1	PDE_01864	AN4576
2	2	1	PDE_01865	AN3022
2	2	1	PDE_01866	AN11698
2	2	1	PDE_01867	AN3019
2	2	1	PDE_01868	AN3018
2	2	1	PDE_01869	AN3016
2	2	1	PDE_01870	AN3015
2	2	1	PDE_01871	AN11696
2	2	1	PDE_01872	AN3014
2	2	1	PDE_01873	AN3013
2	2	1	PDE_01874	AN3012
2	2	1	PDE_01875	AN3011
2	2	1	PDE_01876	AN3010
2	2	1	PDE_01877	AN3005
2	2	1	PDE_01878	AN9320
2	2	1	PDE_01887	AN3004
2	2	1	PDE_01892	AN3003
2	2	1	PDE_01893	AN3002
2	2	1	PDE_01894	AN3001
2	2	1	PDE_01895	AN3000
2	2	1	PDE_01897	AN10210
2	2	1	PDE_01899	AN2999
2	2	1	PDE_01901	AN2998
2	2	1	PDE_01902	AN2997
2	2	1	PDE_01903	AN2996
2	2	1	PDE_01905	AN2995
2	2	1	PDE_01906	AN2994
2	2	1	PDE_01907	AN2993
2	2	1	PDE_01908	AN2992
2	2	1	PDE_01909	AN2991
2	2	1	PDE_01911	AN2989
2	2	1	PDE_01912	AN2988
2	2	1	PDE_01913	AN2985
2	2	1	PDE_01914	AN2986
2	2	1	PDE_01915	AN2987
2	2	1	PDE_01916	AN6452
2	2	1	PDE_01917	AN2564
2	2	1	PDE_01919	AN2984
2	2	1	PDE_01921	AN2983
2	2	1	PDE_01922	AN6796
2	2	1	PDE_01923	AN2982
2	2	1	PDE_01924	AN2981
2	2	1	PDE_01925	AN2980
2	2	1	PDE_01928	AN2979
2	2	1	PDE_01929	AN2978
2	2	1	PDE_01930	AN2977
2	2	1	PDE_01931	AN2976
2	2	1	PDE_01932	AN2975
2	2	1	PDE_01933	AN2973
2	2	1	PDE_01934	AN2967
2	2	1	PDE_01935	AN2968
2	2	1	PDE_01937	AN11694
2	2	1	PDE_01938	AN2969
2	2	1	PDE_01940	AN2971
2	2	1	PDE_01941	AN2972
2	2	1	PDE_01942	AN10363
2	2	1	PDE_01943	AN10351
2	2	1	PDE_01945	AN2965
2	2	1	PDE_01946	AN2964
2	2	1	PDE_01948	AN2963
2	2	1	PDE_00102	AN11894
2	2	1	PDE_01951	AN5437
2	2	1	PDE_01954	AN2940
2	2	1	PDE_01955	AN2939
2	2	1	PDE_01956	AN2938
2	2	1	PDE_01957	AN2937
2	2	1	PDE_01959	AN2936
2	2	1	PDE_01960	AN2935
2	2	1	PDE_01961	AN2934
2	2	1	PDE_01962	AN2933
2	2	1	PDE_01963	AN2932
2	2	1	PDE_01965	AN10374
2	2	1	PDE_01966	AN6433
2	2	1	PDE_01971	AN2928
2	2	1	PDE_01975	AN2927
2	2	1	PDE_01976	AN2926
2	2	1	PDE_01977	AN11691
2	2	1	PDE_01979	AN2944
2	2	1	PDE_01981	AN10362
2	2	1	PDE_01982	AN10361
2	2	1	PDE_01984	AN10360
2	2	1	PDE_01985	AN10350
2	2	1	PDE_01988	AN2919
2	2	1	PDE_01989	AN2925
2	2	1	PDE_01992	AN4357
2	2	1	PDE_01995	AN9054
2	2	1	PDE_01997	AN4645
2	2	1	PDE_01999	AN4771
2	2	1	PDE_02000	AN9485
2	2	1	PDE_02001	AN9486
2	2	1	PDE_02002	AN10593
2	2	1	PDE_02003	AN4770
2	2	1	PDE_02007	AN7695
2	2	1	PDE_02008	AN4648
2	2	1	PDE_02009	AN4650
2	2	1	PDE_02010	AN4647
2	2	1	PDE_02011	AN10316
2	2	1	PDE_02012	AN1569
2	2	1	PDE_02013	AN2517
2	2	1	PDE_02014	AN2518
2	2	1	PDE_02018	AN3144
2	2	1	PDE_02019	AN10357
2	2	1	PDE_02020	AN3147
2	2	1	PDE_02021	AN3148
2	2	1	PDE_02022	AN3149
2	2	1	PDE_02023	AN3153
2	2	1	PDE_02029	AN3152
2	2	1	PDE_02033	AN5321
2	2	1	PDE_02034	AN3150
2	2	1	PDE_02035	AN11377
2	2	1	PDE_02036	AN3154
2	2	1	PDE_02037	AN3145
2	2	1	PDE_02038	AN3143
2	2	1	PDE_02039	AN3187
2	2	1	PDE_02040	AN3188
2	2	1	PDE_02042	AN12366
2	2	1	PDE_02044	AN2489
2	2	1	PDE_02045	AN2490
2	2	1	PDE_02046	AN2491
2	2	1	PDE_02047	AN2492
2	2	1	PDE_02050	AN2495
2	2	1	PDE_02051	AN2496
2	2	1	PDE_02052	AN2497
2	2	1	PDE_02054	AN2498
2	2	1	PDE_02055	AN2499
2	2	1	PDE_02056	AN2500
2	2	1	PDE_02059	AN7186
2	2	1	PDE_02061	AN2503
2	2	1	PDE_02063	AN2505
2	2	1	PDE_02066	AN3898
2	2	1	PDE_02067	AN10481
2	2	1	PDE_02071	AN2509
2	2	1	PDE_02073	AN3304
2	2	1	PDE_02074	AN3303
2	2	1	PDE_02075	AN2508
2	2	1	PDE_02076	AN2516
2	2	1	PDE_02077	AN2520
2	2	1	PDE_02079	AN6753
2	2	1	PDE_02080	AN2521
2	2	1	PDE_02083	AN2523
2	2	1	PDE_02084	AN10324
2	2	1	PDE_02086	AN11347
2	2	1	PDE_02087	AN10317
2	2	1	PDE_02088	AN11960
2	2	1	PDE_02089	AN10322
2	2	1	PDE_02090	AN2525
2	2	1	PDE_02091	AN2526
2	2	1	PDE_02092	AN2527
2	2	1	PDE_02093	AN2528
2	2	1	PDE_02094	AN2529
2	2	1	PDE_02096	AN11961
2	2	1	PDE_02098	AN2531
2	2	1	PDE_02099	AN1832
2	2	1	PDE_02101	AN9365
2	2	1	PDE_02104	AN2326
2	2	1	PDE_02105	AN2532
2	2	1	PDE_02106	AN2720
2	2	1	PDE_02107	AN9289
2	2	1	PDE_02108	AN3903
2	2	1	PDE_02109	AN0233
2	2	1	PDE_02111	AN9208
2	2	1	PDE_02113	AN9209
2	2	1	PDE_02114	AN9210
2	2	1	PDE_02115	AN9205
2	2	1	PDE_02119	AN9233
2	2	1	PDE_02123	AN12090
2	2	1	PDE_00101	AN11893
2	2	1	PDE_02132	AN7404
2	2	1	PDE_02133	AN3963
2	2	1	PDE_00099	AN0960
2	2	1	PDE_02140	AN9006
2	2	1	PDE_02141	AN9005
2	2	1	PDE_02145	AN3258
2	2	1	PDE_02146	AN8445
2	2	1	PDE_02149	AN6718
2	2	1	PDE_02150	AN6717
2	2	1	PDE_02151	AN11900
2	2	1	PDE_02152	AN10847
2	2	1	PDE_02153	AN6708
2	2	1	PDE_02154	AN6709
2	2	1	PDE_02155	AN6710
2	2	1	PDE_02156	AN6711
2	2	1	PDE_02158	AN11899
2	2	1	PDE_02160	AN6712
2	2	1	PDE_02161	AN2296
2	2	1	PDE_02162	AN6746
2	2	1	PDE_02163	AN6747
2	2	1	PDE_02164	AN10483
2	2	1	PDE_02165	AN6751
2	2	1	PDE_02166	AN7147
2	2	1	PDE_02167	AN6752
2	2	1	PDE_02168	AN9173
2	2	1	PDE_02169	AN4148
2	2	1	PDE_02171	AN12074
2	2	1	PDE_02172	AN9172
2	2	1	PDE_02181	AN10851
2	2	1	PDE_02182	AN6732
2	2	1	PDE_02184	AN6733
2	2	1	PDE_02186	AN8956
2	2	1	PDE_02187	AN6734
2	2	1	PDE_02188	AN6735
2	2	1	PDE_02189	AN11902
2	2	1	PDE_02190	AN6736
2	2	1	PDE_02191	AN6737
2	2	1	PDE_02192	AN6738
2	2	1	PDE_02193	AN6739
2	2	1	PDE_02196	AN6741
2	2	1	PDE_02200	AN9266
2	2	1	PDE_00098	AN10131
2	2	1	PDE_02205	AN6731
2	2	1	PDE_02207	AN6730
2	2	1	PDE_02208	AN6729
2	2	1	PDE_02209	AN6728
2	2	1	PDE_02210	AN6727
2	2	1	PDE_02212	AN6726
2	2	1	PDE_02213	AN6725
2	2	1	PDE_02215	AN6723
2	2	1	PDE_02216	AN10845
2	2	1	PDE_02217	AN0490
2	2	1	PDE_02229	AN10848
2	2	1	PDE_02230	AN10844
2	2	1	PDE_02231	AN10849
2	2	1	PDE_02232	AN11901
2	2	1	PDE_02233	AN10853
2	2	1	PDE_02235	AN7788
2	2	1	PDE_02236	AN7787
2	2	1	PDE_02238	AN12488
2	2	1	PDE_02239	AN9322
2	2	1	PDE_02241	AN7790
2	2	1	PDE_02242	AN7789
2	2	1	PDE_02243	AN2297
2	2	1	PDE_02244	AN2298
2	2	1	PDE_02245	AN2299
2	2	1	PDE_02247	AN2300
2	2	1	PDE_02248	AN2301
2	2	1	PDE_02249	AN2302
2	2	1	PDE_02250	AN2303
2	2	1	PDE_02251	AN2304
2	2	1	PDE_02252	AN2305
2	2	1	PDE_02254	AN8824
2	2	1	PDE_02255	AN8825
2	2	1	PDE_02257	AN8826
2	2	1	PDE_02258	AN8827
2	2	1	PDE_02259	AN8828
2	2	1	PDE_02262	AN8830
2	2	1	PDE_02268	AN8831
2	2	1	PDE_02269	AN8832
2	2	1	PDE_02270	AN8834
2	2	1	PDE_02271	AN11127
2	2	1	PDE_02272	AN8836
2	2	1	PDE_02274	AN11126
2	2	1	PDE_02275	AN11128
2	2	1	PDE_02281	AN8839
2	2	1	PDE_02282	AN8841
2	2	1	PDE_02284	AN8842
2	2	1	PDE_02285	AN11138
2	2	1	PDE_02287	AN8843
2	2	1	PDE_02289	AN8844
2	2	1	PDE_02290	AN8845
2	2	1	PDE_02291	AN8846
2	2	1	PDE_02292	AN8847
2	2	1	PDE_02295	AN8848
2	2	1	PDE_02296	AN8849
2	2	1	PDE_02297	AN8850
2	2	1	PDE_02298	AN8851
2	2	1	PDE_02299	AN11132
2	2	1	PDE_02300	AN11129
2	2	1	PDE_02301	AN11135
2	2	1	PDE_02302	AN8853
2	2	1	PDE_02303	AN8854
2	2	1	PDE_02304	AN8855
2	2	1	PDE_02305	AN8856
