# Species	Genes	Alg.-Conn.	Poxalicum_114-2.fasta	Scerevisiae_S288C.fasta
2	2	1	PDE_07180	YDR496C
2	2	1	PDE_09061	YDR497C
2	2	1	PDE_01441	YBR247C
2	2	1	PDE_03099	YBR243C
2	2	1	PDE_00670	YDR510W
2	2	1	PDE_08853	YDR511W
2	2	1	PDE_08999	YDR517W
2	2	1	PDE_05349	YDR519W
2	2	1	PDE_01553	YDR527W
2	2	1	PDE_06136	YDR529C
2	2	1	PDE_06518	YDR530C
2	2	1	PDE_01777	YDR531W
2	2	1	PDE_00881	YDR536W
2	2	1	PDE_03157	YBR242W
2	2	1	PDE_09366	YEL002C
2	2	1	PDE_02831	YEL003W
2	2	1	PDE_06859	YEL004W
2	2	1	PDE_02042	YBR241C
2	2	1	PDE_07278	YEL011W
2	2	1	PDE_00623	YAL003W
2	2	1	PDE_07320	YEL013W
2	2	1	PDE_07337	YEL015W
2	2	1	PDE_03063	YEL020W-A
2	2	1	PDE_04166	YEL021W
2	2	1	PDE_07505	YEL022W
2	2	1	PDE_04935	YEL023C
2	2	1	PDE_07286	YEL024W
2	2	1	PDE_05932	YEL026W
2	2	1	PDE_04833	YEL027W
2	2	1	PDE_07096	YBR237W
2	2	1	PDE_05128	YEL031W
2	2	1	PDE_02839	YEL032W
2	2	1	PDE_08882	YBR236C
2	2	1	PDE_07720	YEL036C
2	2	1	PDE_02251	YEL037C
2	2	1	PDE_05645	YBR235W
2	2	1	PDE_05263	YEL040W
2	2	1	PDE_00725	YEL042W
2	2	1	PDE_01306	YEL044W
2	2	1	PDE_06359	YEL046C
2	2	1	PDE_02509	YBR234C
2	2	1	PDE_08527	YEL050C
2	2	1	PDE_07502	YEL051W
2	2	1	PDE_05707	YEL052W
2	2	1	PDE_06976	YEL055C
2	2	1	PDE_09460	YEL056W
2	2	1	PDE_02624	YEL058W
2	2	1	PDE_09396	YEL060C
2	2	1	PDE_02910	YEL062W
2	2	1	PDE_08835	YBR233W
2	2	1	PDE_03612	YEL064C
2	2	1	PDE_04184	YEL065W
2	2	1	PDE_09505	YBR229C
2	2	1	PDE_04646	YER002W
2	2	1	PDE_00164	YER003C
2	2	1	PDE_09751	YER004W
2	2	1	PDE_07602	YER005W
2	2	1	PDE_07193	YER006W
2	2	1	PDE_07072	YER007C-A
2	2	1	PDE_04721	YER009W
2	2	1	PDE_03674	YER012W
2	2	1	PDE_07306	YER013W
2	2	1	PDE_03872	YER014W
2	2	1	PDE_09144	YER015W
2	2	1	PDE_05154	YER016W
2	2	1	PDE_09499	YBR228W
2	2	1	PDE_02938	YER019C-A
2	2	1	PDE_07009	YER019W
2	2	1	PDE_00125	YER020W
2	2	1	PDE_01618	YER021W
2	2	1	PDE_03974	YER023W
2	2	1	PDE_03681	YER025W
2	2	1	PDE_08273	YER026C
2	2	1	PDE_04541	YBR227C
2	2	1	PDE_01446	YBR221C
2	2	1	PDE_09704	YER036C
2	2	1	PDE_05265	YER042W
2	2	1	PDE_07131	YER043C
2	2	1	PDE_03149	YER044C
2	2	1	PDE_06372	YER049W
2	2	1	PDE_06186	YER050C
2	2	1	PDE_02311	YER052C
2	2	1	PDE_03205	YER053C
2	2	1	PDE_00816	YER055C
2	2	1	PDE_01768	YBR220C
2	2	1	PDE_02155	YBR213W
2	2	1	PDE_03775	YBR202W
2	2	1	PDE_00585	YER059W
2	2	1	PDE_01173	YER061C
2	2	1	PDE_01104	YBR201W
2	2	1	PDE_08297	YER065C
2	2	1	PDE_03458	YER069W
2	2	1	PDE_05706	YBR200W
2	2	1	PDE_06744	YER072W
2	2	1	PDE_09877	YBR199W
2	2	1	PDE_03048	YBR198C
2	2	1	PDE_08364	YER074W-A
2	2	1	PDE_08744	YER078C
2	2	1	PDE_03736	YBR196C
2	2	1	PDE_08725	YER082C
2	2	1	PDE_05606	YER086W
2	2	1	PDE_07220	YER087W
2	2	1	PDE_08225	YER090W
2	2	1	PDE_03660	YER091C
2	2	1	PDE_03809	YER093C
2	2	1	PDE_03666	YER094C
2	2	1	PDE_07168	YER095W
2	2	1	PDE_05784	YER100W
2	2	1	PDE_06804	YER107C
2	2	1	PDE_03267	YER110C
2	2	1	PDE_09632	YER118C
2	2	1	PDE_03740	YER122C
2	2	1	PDE_07024	YER125W
2	2	1	PDE_01976	YER126C
2	2	1	PDE_08055	YER127W
2	2	1	PDE_06320	YBR192W
2	2	1	PDE_02949	YER133W
2	2	1	PDE_08165	YER134C
2	2	1	PDE_03086	YER136W
2	2	1	PDE_08885	YER141W
2	2	1	PDE_06137	YER142C
2	2	1	PDE_08961	YER144C
2	2	1	PDE_07611	YER145C
2	2	1	PDE_00848	YER146W
2	2	1	PDE_04702	YER148W
2	2	1	PDE_01794	YBR187W
2	2	1	PDE_09517	YER154W
2	2	1	PDE_06807	YER156C
2	2	1	PDE_04875	YER157W
2	2	1	PDE_08828	YER162C
2	2	1	PDE_01912	YER163C
2	2	1	PDE_07150	YER164W
2	2	1	PDE_02858	YER165W
2	2	1	PDE_07798	YER168C
2	2	1	PDE_03002	YER170W
2	2	1	PDE_00244	YER171W
2	2	1	PDE_06309	YER172C
2	2	1	PDE_02440	YER178W
2	2	1	PDE_05865	YER179W
2	2	1	PDE_02189	YER183C
2	2	1	PDE_06322	YBR183W
2	2	1	PDE_05110	YFL001W
2	2	1	PDE_05104	YFL002C
2	2	1	PDE_04523	YFL003C
2	2	1	PDE_07333	YBR179C
2	2	1	PDE_05806	YFL005W
2	2	1	PDE_01948	YFL008W
2	2	1	PDE_03691	YFL013C
2	2	1	PDE_08243	YFL014W
2	2	1	PDE_03163	YFL016C
2	2	1	PDE_03396	YFL017C
2	2	1	PDE_06522	YFL017W-A
2	2	1	PDE_01700	YFL018C
2	2	1	PDE_05314	YFL022C
2	2	1	PDE_09260	YFL025C
2	2	1	PDE_02077	YFL026W
2	2	1	PDE_01034	YFL028C
2	2	1	PDE_07020	YFL030W
2	2	1	PDE_06531	YFL033C
2	2	1	PDE_08748	YBR176W
2	2	1	PDE_02819	YFL034W
2	2	1	PDE_07668	YFL036W
2	2	1	PDE_00677	YFL037W
2	2	1	PDE_09122	YFL038C
2	2	1	PDE_01092	YFL039C
2	2	1	PDE_03313	YFL040W
2	2	1	PDE_01511	YFL044C
2	2	1	PDE_02523	YFL045C
2	2	1	PDE_02522	YFL046W
2	2	1	PDE_00844	YFL047W
2	2	1	PDE_07409	YFL053W
2	2	1	PDE_06619	YFL054C
2	2	1	PDE_07297	YBR173C
2	2	1	PDE_00942	YBR171W
2	2	1	PDE_05797	YFR002W
2	2	1	PDE_05294	YFR004W
2	2	1	PDE_03675	YFR005C
2	2	1	PDE_04048	YFR006W
2	2	1	PDE_06129	YFR007W
2	2	1	PDE_09062	YFR009W
2	2	1	PDE_03375	YFR010W
2	2	1	PDE_03052	YBR170C
2	2	1	PDE_03808	YBR166C
2	2	1	PDE_05587	YFR018C
2	2	1	PDE_05189	YFR019W
2	2	1	PDE_07525	YFR021W
2	2	1	PDE_08927	YFR022W
2	2	1	PDE_03069	YBR164C
2	2	1	PDE_05695	YFR025C
2	2	1	PDE_01561	YFR027W
2	2	1	PDE_04922	YFR028C
2	2	1	PDE_08788	YFR030W
2	2	1	PDE_03082	YFR031C
2	2	1	PDE_08919	YBR160W
2	2	1	PDE_03013	YFR032C-A
2	2	1	PDE_00133	YFR038W
2	2	1	PDE_02526	YFR041C
2	2	1	PDE_01500	YFR044C
2	2	1	PDE_01528	YFR047C
2	2	1	PDE_03931	YFR048W
2	2	1	PDE_02503	YFR050C
2	2	1	PDE_00520	YFR051C
2	2	1	PDE_01867	YFR052W
2	2	1	PDE_03150	YBR159W
2	2	1	PDE_06534	YGL001C
2	2	1	PDE_01945	YGL003C
2	2	1	PDE_08095	YBR155W
2	2	1	PDE_00270	YBR154C
2	2	1	PDE_03102	YGL009C
2	2	1	PDE_06477	YGL010W
2	2	1	PDE_04900	YGL011C
2	2	1	PDE_02426	YGL012W
2	2	1	PDE_08703	YGL017W
2	2	1	PDE_06289	YGL018C
2	2	1	PDE_09025	YGL019W
2	2	1	PDE_00917	YGL022W
2	2	1	PDE_07586	YBR153W
2	2	1	PDE_03542	YGL027C
2	2	1	PDE_04328	YGL030W
2	2	1	PDE_01747	YBR151W
2	2	1	PDE_01514	YGL033W
2	2	1	PDE_05332	YGL037C
2	2	1	PDE_06849	YGL040C
2	2	1	PDE_01661	YGL043W
2	2	1	PDE_08311	YGL047W
2	2	1	PDE_05790	YGL048C
2	2	1	PDE_05426	YGL054C
2	2	1	PDE_02205	YGL055W
2	2	1	PDE_08059	YGL058W
2	2	1	PDE_09469	YGL059W
2	2	1	PDE_04191	YGL064C
2	2	1	PDE_07359	YGL065C
2	2	1	PDE_09487	YGL067W
2	2	1	PDE_02446	YGL068W
2	2	1	PDE_04198	YGL070C
2	2	1	PDE_08572	YBR149W
2	2	1	PDE_09138	YGL077C
2	2	1	PDE_06233	YGL078C
2	2	1	PDE_05647	YGL080W
2	2	1	PDE_09052	YGL083W
2	2	1	PDE_08845	YGL084C
2	2	1	PDE_03001	YGL085W
2	2	1	PDE_08535	YGL087C
2	2	1	PDE_07728	YGL091C
2	2	1	PDE_08978	YGL094C
2	2	1	PDE_01052	YGL095C
2	2	1	PDE_05799	YGL097W
2	2	1	PDE_09341	YGL099W
2	2	1	PDE_03098	YGL100W
2	2	1	PDE_01517	YGL103W
2	2	1	PDE_02182	YGL106W
2	2	1	PDE_09520	YGL112C
2	2	1	PDE_00211	YGL114W
2	2	1	PDE_07389	YGL115W
2	2	1	PDE_00577	YGL116W
2	2	1	PDE_03579	YGL119W
2	2	1	PDE_07529	YGL120C
2	2	1	PDE_05983	YGL123W
2	2	1	PDE_08841	YGL124C
2	2	1	PDE_03105	YGL125W
2	2	1	PDE_02732	YGL126W
2	2	1	PDE_01170	YGL130W
2	2	1	PDE_01156	YBR146W
2	2	1	PDE_06229	YGL136C
2	2	1	PDE_03827	YGL137W
2	2	1	PDE_05498	YGL142C
2	2	1	PDE_01496	YGL143C
2	2	1	PDE_02302	YBR143C
2	2	1	PDE_02578	YGL148W
2	2	1	PDE_09297	YGL150C
2	2	1	PDE_02538	YGL155W
2	2	1	PDE_01959	YGL156W
2	2	1	PDE_08812	YGL159W
2	2	1	PDE_02847	YGL161C
2	2	1	PDE_08186	YGL163C
2	2	1	PDE_08825	YGL164C
2	2	1	PDE_03589	YGL167C
2	2	1	PDE_04332	YGL169W
2	2	1	PDE_00396	YGL171W
2	2	1	PDE_09459	YGL173C
2	2	1	PDE_05482	YGL180W
2	2	1	PDE_05458	YGL183C
2	2	1	PDE_05687	YGL184C
2	2	1	PDE_05247	YGL186C
2	2	1	PDE_05248	YGL187C
2	2	1	PDE_06446	YGL190C
2	2	1	PDE_01610	YGL191W
2	2	1	PDE_05335	YGL194C
2	2	1	PDE_04098	YGL195W
2	2	1	PDE_00674	YGL196W
2	2	1	PDE_03855	YGL198W
2	2	1	PDE_00613	YGL200C
2	2	1	PDE_07619	YGL201C
2	2	1	PDE_08638	YGL202W
2	2	1	PDE_06812	YGL203C
2	2	1	PDE_02167	YGL205W
2	2	1	PDE_05652	YGL206C
2	2	1	PDE_02343	YGL207W
2	2	1	PDE_02892	YGL211W
2	2	1	PDE_05058	YGL216W
2	2	1	PDE_08227	YGL220W
2	2	1	PDE_08228	YGL221C
2	2	1	PDE_08654	YGL224C
2	2	1	PDE_02295	YGL225W
2	2	1	PDE_03798	YGL231C
2	2	1	PDE_04872	YGL232W
2	2	1	PDE_01093	YGL234W
2	2	1	PDE_03586	YGL236C
2	2	1	PDE_03561	YGL238W
2	2	1	PDE_02594	YGL242C
2	2	1	PDE_02744	YGL243W
2	2	1	PDE_09510	YGL245W
2	2	1	PDE_01036	YGL246C
2	2	1	PDE_08166	YGL251C
2	2	1	PDE_00019	YGL252C
2	2	1	PDE_06461	YGL255W
2	2	1	PDE_09038	YGL256W
2	2	1	PDE_09901	YGL257C
2	2	1	PDE_03658	YGR002C
2	2	1	PDE_06454	YGR005C
2	2	1	PDE_09079	YGR007W
2	2	1	PDE_08790	YBR142W
2	2	1	PDE_06487	YGR012W
2	2	1	PDE_09301	YGR019W
2	2	1	PDE_03108	YGR020C
2	2	1	PDE_03551	YGR021W
2	2	1	PDE_00337	YGR024C
2	2	1	PDE_02304	YBR141C
2	2	1	PDE_05690	YGR028W
2	2	1	PDE_01728	YGR029W
2	2	1	PDE_08981	YBR137W
2	2	1	PDE_00989	YBR135W
2	2	1	PDE_03739	YGR033C
2	2	1	PDE_07530	YBR133C
2	2	1	PDE_03536	YGR036C
2	2	1	PDE_03077	YGR037C
2	2	1	PDE_08326	YGR038W
2	2	1	PDE_04571	YGR048W
2	2	1	PDE_01557	YGR054W
2	2	1	PDE_05481	YGR055W
2	2	1	PDE_09031	YBR132C
2	2	1	PDE_01914	YGR058W
2	2	1	PDE_05808	YGR060W
2	2	1	PDE_09879	YGR061C
2	2	1	PDE_09302	YGR063C
2	2	1	PDE_08855	YGR074W
2	2	1	PDE_05477	YGR076C
2	2	1	PDE_04942	YGR078C
2	2	1	PDE_07963	YGR082W
2	2	1	PDE_07367	YGR083C
2	2	1	PDE_08686	YBR127C
2	2	1	PDE_08181	YBR126C
2	2	1	PDE_08437	YBR115C
2	2	1	PDE_01504	YGR090W
2	2	1	PDE_07144	YGR091W
2	2	1	PDE_06270	YBR114W
2	2	1	PDE_06985	YGR093W
2	2	1	PDE_06314	YGR094W
2	2	1	PDE_06353	YGR096W
2	2	1	PDE_09684	YGR100W
2	2	1	PDE_05597	YGR103W
2	2	1	PDE_01932	YGR105W
2	2	1	PDE_09608	YBR111C
2	2	1	PDE_02836	YGR110W
2	2	1	PDE_01594	YGR112W
2	2	1	PDE_01549	YGR116W
2	2	1	PDE_08062	YBR110W
2	2	1	PDE_09303	YGR123C
2	2	1	PDE_02476	YBR109C
2	2	1	PDE_08496	YGR125W
2	2	1	PDE_03710	YGR127W
2	2	1	PDE_00190	YGR132C
2	2	1	PDE_04611	YGR133W
2	2	1	PDE_08782	YGR135W
2	2	1	PDE_09953	YBR106W
2	2	1	PDE_07008	YGR144W
2	2	1	PDE_08953	YGR145W
2	2	1	PDE_09072	YGR147C
2	2	1	PDE_01954	YGR149W
2	2	1	PDE_09755	YGR152C
2	2	1	PDE_04031	YGR155W
2	2	1	PDE_07729	YGR157W
2	2	1	PDE_00108	YGR163W
2	2	1	PDE_02040	YGR170W
2	2	1	PDE_05639	YGR171C
2	2	1	PDE_05786	YGR172C
2	2	1	PDE_09308	YGR173W
2	2	1	PDE_09649	YGR175C
2	2	1	PDE_03214	YGR181W
2	2	1	PDE_03870	YGR183C
2	2	1	PDE_00455	YGR185C
2	2	1	PDE_01456	YGR187C
2	2	1	PDE_06970	YGR188C
2	2	1	PDE_00681	YBR105C
2	2	1	PDE_01946	YGR193C
2	2	1	PDE_09158	YGR194C
2	2	1	PDE_05329	YGR195W
2	2	1	PDE_01090	YBR101C
2	2	1	PDE_01027	YGR200C
2	2	1	PDE_03733	YGR203W
2	2	1	PDE_05676	YGR205W
2	2	1	PDE_09735	YGR207C
2	2	1	PDE_02002	YGR208W
2	2	1	PDE_07977	YBR097W
2	2	1	PDE_00201	YGR210C
2	2	1	PDE_07902	YGR211W
2	2	1	PDE_04019	YBR096W
2	2	1	PDE_09107	YGR215W
2	2	1	PDE_05010	YGR216C
2	2	1	PDE_00632	YGR217W
2	2	1	PDE_06840	YGR218W
2	2	1	PDE_09073	YGR220C
2	2	1	PDE_09819	YGR223C
2	2	1	PDE_04714	YBR094W
2	2	1	PDE_06725	YGR225W
2	2	1	PDE_04338	YGR231C
2	2	1	PDE_07225	YGR232W
2	2	1	PDE_09071	YGR233C
2	2	1	PDE_01345	YGR234W
2	2	1	PDE_09000	YGR235C
2	2	1	PDE_02943	YBR088C
2	2	1	PDE_05204	YGR241C
2	2	1	PDE_05762	YGR244C
2	2	1	PDE_00407	YGR245C
2	2	1	PDE_05050	YGR246C
2	2	1	PDE_08609	YGR252W
2	2	1	PDE_03126	YGR253C
2	2	1	PDE_03222	YBR087W
2	2	1	PDE_08359	YGR255C
2	2	1	PDE_01298	YBR086C
2	2	1	PDE_04319	YGR257C
2	2	1	PDE_05196	YGR258C
2	2	1	PDE_04863	YBR081C
2	2	1	PDE_07557	YGR261C
2	2	1	PDE_05131	YGR262C
2	2	1	PDE_00163	YGR263C
2	2	1	PDE_06805	YGR264C
2	2	1	PDE_06789	YGR266W
2	2	1	PDE_09461	YGR267C
2	2	1	PDE_00941	YGR270W
2	2	1	PDE_01313	YGR271W
2	2	1	PDE_08998	YGR274C
2	2	1	PDE_06356	YGR276C
2	2	1	PDE_05541	YGR277C
2	2	1	PDE_03040	YGR278W
2	2	1	PDE_04849	YBR080C
2	2	1	PDE_05500	YGR281W
2	2	1	PDE_00615	YGR282C
2	2	1	PDE_00344	YGR284C
2	2	1	PDE_01365	YGR285C
2	2	1	PDE_03490	YGR286C
2	2	1	PDE_02977	YBR079C
2	2	1	PDE_06138	YBR078W
2	2	1	PDE_08976	YHL002W
2	2	1	PDE_07870	YHL003C
2	2	1	PDE_02649	YHL004W
2	2	1	PDE_08975	YHL007C
2	2	1	PDE_05394	YHL009C
2	2	1	PDE_03962	YHL010C
2	2	1	PDE_08294	YHL013C
2	2	1	PDE_01695	YHL015W
2	2	1	PDE_02937	YHL016C
2	2	1	PDE_06354	YHL021C
2	2	1	PDE_09560	YHL022C
2	2	1	PDE_02519	YHL030W
2	2	1	PDE_07188	YHL031C
2	2	1	PDE_02711	YBR074W
2	2	1	PDE_00420	YBR073W
2	2	1	PDE_02572	YBR070C
2	2	1	PDE_07808	YHR002W
2	2	1	PDE_00146	YHR005C
2	2	1	PDE_02921	YHR005C-A
2	2	1	PDE_06265	YHR007C
2	2	1	PDE_08594	YHR008C
2	2	1	PDE_03543	YHR009C
2	2	1	PDE_04862	YHR011W
2	2	1	PDE_07021	YHR012W
2	2	1	PDE_07039	YHR013C
2	2	1	PDE_01650	YHR018C
2	2	1	PDE_06907	YHR019C
2	2	1	PDE_07734	YHR020W
2	2	1	PDE_08893	YBR062C
2	2	1	PDE_00767	YHR024C
2	2	1	PDE_02287	YHR025W
2	2	1	PDE_07662	YHR026W
2	2	1	PDE_07521	YHR027C
2	2	1	PDE_01644	YHR028C
2	2	1	PDE_05735	YHR029C
2	2	1	PDE_08270	YHR030C
2	2	1	PDE_08814	YHR037W
2	2	1	PDE_03505	YHR039C
2	2	1	PDE_07999	YHR042W
2	2	1	PDE_03591	YHR048W
2	2	1	PDE_09876	YHR051W
2	2	1	PDE_01084	YHR058C
2	2	1	PDE_06312	YHR062C
2	2	1	PDE_00501	YHR063C
2	2	1	PDE_05413	YHR064C
2	2	1	PDE_02617	YHR065C
2	2	1	PDE_09979	YHR068W
2	2	1	PDE_01546	YHR069C
2	2	1	PDE_01982	YHR070W
2	2	1	PDE_09561	YHR072W
2	2	1	PDE_09553	YHR072W-A
2	2	1	PDE_01548	YHR073W
2	2	1	PDE_09486	YHR074W
2	2	1	PDE_03049	YHR075C
2	2	1	PDE_06287	YHR076W
2	2	1	PDE_09214	YHR077C
2	2	1	PDE_04467	YHR079C
2	2	1	PDE_03337	YHR085W
2	2	1	PDE_05861	YHR086W
2	2	1	PDE_08131	YHR087W
2	2	1	PDE_02270	YHR088W
2	2	1	PDE_08272	YHR089C
2	2	1	PDE_04988	YHR098C
2	2	1	PDE_09890	YHR099W
2	2	1	PDE_03946	YHR100C
2	2	1	PDE_02929	YHR104W
2	2	1	PDE_09456	YHR107C
2	2	1	PDE_02670	YHR108W
2	2	1	PDE_03657	YHR110W
2	2	1	PDE_04217	YHR111W
2	2	1	PDE_08026	YHR112C
2	2	1	PDE_01943	YHR113W
2	2	1	PDE_04622	YHR114W
2	2	1	PDE_06310	YHR120W
2	2	1	PDE_00981	YHR122W
2	2	1	PDE_08789	YBR061C
2	2	1	PDE_02328	YHR128W
2	2	1	PDE_04431	YHR132C
2	2	1	PDE_09602	YBR060C
2	2	1	PDE_06235	YBR058C
2	2	1	PDE_00736	YHR142W
2	2	1	PDE_08547	YHR143W-A
2	2	1	PDE_06227	YHR144C
2	2	1	PDE_08757	YHR147C
2	2	1	PDE_04146	YHR148W
2	2	1	PDE_03252	YHR151C
2	2	1	PDE_03465	YHR162W
2	2	1	PDE_08523	YHR164C
2	2	1	PDE_05252	YHR165C
2	2	1	PDE_09903	YHR166C
2	2	1	PDE_00466	YHR168W
2	2	1	PDE_05032	YHR169W
2	2	1	PDE_07806	YHR170W
2	2	1	PDE_06228	YHR171W
2	2	1	PDE_01961	YHR175W
2	2	1	PDE_09489	YHR176W
2	2	1	PDE_05547	YBR053C
2	2	1	PDE_02497	YHR181W
2	2	1	PDE_05398	YHR186C
2	2	1	PDE_03545	YHR187W
2	2	1	PDE_08776	YHR188C
2	2	1	PDE_02269	YHR189W
2	2	1	PDE_06013	YHR190W
2	2	1	PDE_06721	YHR191C
2	2	1	PDE_03511	YHR193C
2	2	1	PDE_02499	YHR194W
2	2	1	PDE_02686	YHR198C
2	2	1	PDE_06540	YHR200W
2	2	1	PDE_01445	YHR202W
2	2	1	PDE_07551	YBR046C
2	2	1	PDE_05852	YHR204W
2	2	1	PDE_08232	YHR206W
2	2	1	PDE_08292	YBR043C
2	2	1	PDE_02274	YBR042C
2	2	1	PDE_05429	YBR041W
2	2	1	PDE_03419	YIL001W
2	2	1	PDE_09514	YIL003W
2	2	1	PDE_02382	YIL004C
2	2	1	PDE_08133	YIL007C
2	2	1	PDE_01028	YIL008W
2	2	1	PDE_09082	YIL010W
2	2	1	PDE_02994	YBR039W
2	2	1	PDE_09276	YIL019W
2	2	1	PDE_09277	YIL020C
2	2	1	PDE_08705	YIL021W
2	2	1	PDE_07075	YIL022W
2	2	1	PDE_04645	YIL023C
2	2	1	PDE_04688	YIL033C
2	2	1	PDE_03046	YIL034C
2	2	1	PDE_05710	YBR038W
2	2	1	PDE_05291	YIL039W
2	2	1	PDE_03131	YIL041W
2	2	1	PDE_08640	YIL042C
2	2	1	PDE_06672	YIL043C
2	2	1	PDE_04391	YIL046W
2	2	1	PDE_09415	YIL047C
2	2	1	PDE_03529	YIL048W
2	2	1	PDE_02778	YIL049W
2	2	1	PDE_07327	YIL061C
2	2	1	PDE_05147	YIL062C
2	2	1	PDE_05370	YIL064W
2	2	1	PDE_08674	YIL065C
2	2	1	PDE_09807	YIL067C
2	2	1	PDE_01739	YIL070C
2	2	1	PDE_05568	YIL075C
2	2	1	PDE_08271	YIL078W
2	2	1	PDE_01773	YIL083C
2	2	1	PDE_07290	YBR035C
2	2	1	PDE_06808	YIL090W
2	2	1	PDE_06767	YIL091C
2	2	1	PDE_03648	YIL093C
2	2	1	PDE_05183	YIL094C
2	2	1	PDE_02296	YIL096C
2	2	1	PDE_09417	YIL099W
2	2	1	PDE_03238	YIL103W
2	2	1	PDE_08926	YIL105C
2	2	1	PDE_03233	YIL106W
2	2	1	PDE_02408	YIL107C
2	2	1	PDE_04881	YIL108W
2	2	1	PDE_08194	YIL109C
2	2	1	PDE_00934	YIL110W
2	2	1	PDE_00267	YIL116W
2	2	1	PDE_01839	YIL118W
2	2	1	PDE_02621	YBR034C
2	2	1	PDE_02436	YBR029C
2	2	1	PDE_05761	YIL124W
2	2	1	PDE_08580	YIL125W
2	2	1	PDE_04697	YBR028C
2	2	1	PDE_07998	YIL129C
2	2	1	PDE_05166	YIL130W
2	2	1	PDE_05162	YIL131C
2	2	1	PDE_01444	YBR026C
2	2	1	PDE_01003	YIL134W
2	2	1	PDE_04510	YIL140W
2	2	1	PDE_04469	YIL142W
2	2	1	PDE_09482	YIL143C
2	2	1	PDE_07600	YIL145C
2	2	1	PDE_04214	YIL147C
2	2	1	PDE_09007	YIL153W
2	2	1	PDE_06831	YIL155C
2	2	1	PDE_05187	YIL156W-B
2	2	1	PDE_09074	YIL157C
2	2	1	PDE_07071	YBR025C
2	2	1	PDE_07435	YIL164C
2	2	1	PDE_01630	YIL166C
2	2	1	PDE_03045	YIR002C
2	2	1	PDE_06012	YIR004W
2	2	1	PDE_00901	YIR006C
2	2	1	PDE_01873	YIR007W
2	2	1	PDE_08750	YEL012W
2	2	1	PDE_03640	YIR011C
2	2	1	PDE_05060	YIR022W
2	2	1	PDE_06421	YBR023C
2	2	1	PDE_03626	YIR026C
2	2	1	PDE_04944	YIR027C
2	2	1	PDE_04746	YBR020W
2	2	1	PDE_04233	YIR032C
2	2	1	PDE_04805	YIR034C
2	2	1	PDE_01399	YIR035C
2	2	1	PDE_00039	YIR038C
2	2	1	PDE_07930	YIR039C
2	2	1	PDE_04712	YIR042C
2	2	1	PDE_00586	YJL001W
2	2	1	PDE_03606	YJL002C
2	2	1	PDE_05796	YJL003W
2	2	1	PDE_05001	YJL004C
2	2	1	PDE_08988	YJL005W
2	2	1	PDE_02445	YJL008C
2	2	1	PDE_04878	YJL010C
2	2	1	PDE_04343	YJL012C
2	2	1	PDE_05070	YJL014W
2	2	1	PDE_08173	YJL024C
2	2	1	PDE_07473	YJL026W
2	2	1	PDE_02970	YJL029C
2	2	1	PDE_04235	YJL030W
2	2	1	PDE_07992	YJL033W
2	2	1	PDE_08980	YJL034W
2	2	1	PDE_05802	YJL035C
2	2	1	PDE_08358	YJL036W
2	2	1	PDE_07302	YBR019C
2	2	1	PDE_02577	YJL046W
2	2	1	PDE_03639	YJL050W
2	2	1	PDE_08537	YJL053W
2	2	1	PDE_08553	YJL054W
2	2	1	PDE_01085	YJL055W
2	2	1	PDE_05510	YJL057C
2	2	1	PDE_03242	YJL059W
2	2	1	PDE_08430	YJL060W
2	2	1	PDE_01012	YJL062W
2	2	1	PDE_06758	YJL063C
2	2	1	PDE_09160	YJL068C
2	2	1	PDE_06163	YJL069C
2	2	1	PDE_03134	YJL071W
2	2	1	PDE_06670	YJL074C
2	2	1	PDE_03147	YBR018C
2	2	1	PDE_06201	YJL081C
2	2	1	PDE_00743	YJL084C
2	2	1	PDE_07047	YJL087C
2	2	1	PDE_03642	YJL088W
2	2	1	PDE_00539	YJL091C
2	2	1	PDE_05354	YJL092W
2	2	1	PDE_00515	YBR017C
2	2	1	PDE_03949	YJL097W
2	2	1	PDE_01935	YBR011C
2	2	1	PDE_08668	YJL100W
2	2	1	PDE_02034	YJL101C
2	2	1	PDE_09720	YJL102W
2	2	1	PDE_00860	YJL104W
2	2	1	PDE_06183	YJL108C
2	2	1	PDE_02675	YJL111W
2	2	1	PDE_04914	YBR008C
2	2	1	PDE_04869	YJL115W
2	2	1	PDE_06557	YJL121C
2	2	1	PDE_02809	YJL123C
2	2	1	PDE_03170	YJL124C
2	2	1	PDE_09566	YJL125C
2	2	1	PDE_08521	YJL126W
2	2	1	PDE_02676	YJL127C
2	2	1	PDE_00559	YJL128C
2	2	1	PDE_07967	YJL130C
2	2	1	PDE_05599	YBR006W
2	2	1	PDE_08447	YBR004C
2	2	1	PDE_01616	YBR003W
2	2	1	PDE_08475	YBR002C
2	2	1	PDE_05668	YJL141C
2	2	1	PDE_08910	YJL143W
2	2	1	PDE_09521	YJL145W
2	2	1	PDE_03065	YJL153C
2	2	1	PDE_04749	YJL154C
2	2	1	PDE_02230	YJL155C
2	2	1	PDE_07498	YBL105C
2	2	1	PDE_00191	YJL166W
2	2	1	PDE_09902	YJL167W
2	2	1	PDE_07048	YBL102W
2	2	1	PDE_09254	YJL176C
2	2	1	PDE_06476	YBL099W
2	2	1	PDE_05837	YJL180C
2	2	1	PDE_06710	YJL183W
2	2	1	PDE_02248	YJL189W
2	2	1	PDE_05424	YBL098W
2	2	1	PDE_00841	YJL194W
2	2	1	PDE_06666	YJL197W
2	2	1	PDE_02592	YJL200C
2	2	1	PDE_04428	YJL208C
