# Species	Genes	Alg.-Conn.	Poxalicum_114-2.fasta	Ncrassa_OR74A_v.12.fasta
2	2	1	PDE_09906	NCU01234
2	2	1	PDE_09905	NCU01235
2	2	1	PDE_09499	NCU01236
2	2	1	PDE_09498	NCU01238
2	2	1	PDE_09637	NCU01240
2	2	1	PDE_09163	NCU01241
2	2	1	PDE_07748	NCU01242
2	2	1	PDE_07750	NCU01243
2	2	1	PDE_07740	NCU01246
2	2	1	PDE_07741	NCU01247
2	2	1	PDE_07742	NCU01249
2	2	1	PDE_03018	NCU01250
2	2	1	PDE_07461	NCU01252
2	2	1	PDE_00731	NCU01254
2	2	1	PDE_00749	NCU01255
2	2	1	PDE_00748	NCU01256
2	2	1	PDE_07466	NCU01257
2	2	1	PDE_07788	NCU01258
2	2	1	PDE_07736	NCU01259
2	2	1	PDE_00157	NCU01266
2	2	1	PDE_07781	NCU01267
2	2	1	PDE_07780	NCU01268
2	2	1	PDE_01945	NCU01269
2	2	1	PDE_05624	NCU01271
2	2	1	PDE_05628	NCU01272
2	2	1	PDE_05629	NCU01273
2	2	1	PDE_05626	NCU01274
2	2	1	PDE_05630	NCU01275
2	2	1	PDE_02959	NCU01276
2	2	1	PDE_02976	NCU01277
2	2	1	PDE_03686	NCU01278
2	2	1	PDE_06808	NCU01279
2	2	1	PDE_02630	NCU01282
2	2	1	PDE_05878	NCU01284
2	2	1	PDE_05309	NCU01285
2	2	1	PDE_02298	NCU01290
2	2	1	PDE_02299	NCU01296
2	2	1	PDE_01099	NCU01300
2	2	1	PDE_01107	NCU01302
2	2	1	PDE_07782	NCU01305
2	2	1	PDE_07790	NCU01307
2	2	1	PDE_03007	NCU01315
2	2	1	PDE_03005	NCU01317
2	2	1	PDE_03004	NCU01318
2	2	1	PDE_04167	NCU01320
2	2	1	PDE_04372	NCU01321
2	2	1	PDE_04177	NCU01322
2	2	1	PDE_01948	NCU01323
2	2	1	PDE_01954	NCU01324
2	2	1	PDE_04651	NCU01327
2	2	1	PDE_00194	NCU01328
2	2	1	PDE_00189	NCU01329
2	2	1	PDE_00516	NCU01330
2	2	1	PDE_05932	NCU01331
2	2	1	PDE_04833	NCU01332
2	2	1	PDE_02426	NCU01333
2	2	1	PDE_06131	NCU01335
2	2	1	PDE_04212	NCU01337
2	2	1	PDE_04236	NCU01338
2	2	1	PDE_01518	NCU01339
2	2	1	PDE_03043	NCU01340
2	2	1	PDE_08336	NCU01342
2	2	1	PDE_08337	NCU01343
2	2	1	PDE_02039	NCU01344
2	2	1	PDE_04903	NCU01345
2	2	1	PDE_07361	NCU01348
2	2	1	PDE_01997	NCU01356
2	2	1	PDE_02724	NCU01360
2	2	1	PDE_02723	NCU01361
2	2	1	PDE_03691	NCU01362
2	2	1	PDE_07462	NCU01364
2	2	1	PDE_09904	NCU01365
2	2	1	PDE_03673	NCU01367
2	2	1	PDE_03674	NCU01368
2	2	1	PDE_03690	NCU01369
2	2	1	PDE_09602	NCU01370
2	2	1	PDE_03946	NCU01371
2	2	1	PDE_04147	NCU01376
2	2	1	PDE_09892	NCU01377
2	2	1	PDE_08110	NCU01378
2	2	1	PDE_09890	NCU01379
2	2	1	PDE_09441	NCU01380
2	2	1	PDE_09466	NCU01381
2	2	1	PDE_09448	NCU01386
2	2	1	PDE_09878	NCU01387
2	2	1	PDE_09877	NCU01388
2	2	1	PDE_09455	NCU01389
2	2	1	PDE_09542	NCU01393
2	2	1	PDE_09865	NCU01395
2	2	1	PDE_08294	NCU01397
2	2	1	PDE_08293	NCU01398
2	2	1	PDE_08295	NCU01399
2	2	1	PDE_00152	NCU01401
2	2	1	PDE_05907	NCU01402
2	2	1	PDE_07056	NCU01403
2	2	1	PDE_05875	NCU01409
2	2	1	PDE_08292	NCU01411
2	2	1	PDE_04061	NCU01412
2	2	1	PDE_04095	NCU01414
2	2	1	PDE_04085	NCU01417
2	2	1	PDE_04088	NCU01418
2	2	1	PDE_02985	NCU01419
2	2	1	PDE_05008	NCU01421
2	2	1	PDE_01903	NCU01422
2	2	1	PDE_06571	NCU01424
2	2	1	PDE_00149	NCU01427
2	2	1	PDE_04756	NCU01428
2	2	1	PDE_01045	NCU01429
2	2	1	PDE_05713	NCU01430
2	2	1	PDE_01082	NCU01431
2	2	1	PDE_01081	NCU01432
2	2	1	PDE_09303	NCU01433
2	2	1	PDE_09328	NCU01434
2	2	1	PDE_02323	NCU01435
2	2	1	PDE_02322	NCU01436
2	2	1	PDE_02319	NCU01438
2	2	1	PDE_02324	NCU01439
2	2	1	PDE_02317	NCU01440
2	2	1	PDE_02316	NCU01441
2	2	1	PDE_02314	NCU01442
2	2	1	PDE_02325	NCU01443
2	2	1	PDE_02326	NCU01444
2	2	1	PDE_02327	NCU01445
2	2	1	PDE_02328	NCU01446
2	2	1	PDE_02329	NCU01447
2	2	1	PDE_04627	NCU01449
2	2	1	PDE_02330	NCU01452
2	2	1	PDE_04567	NCU01454
2	2	1	PDE_03941	NCU01455
2	2	1	PDE_07314	NCU01457
2	2	1	PDE_07406	NCU01460
2	2	1	PDE_07407	NCU01461
2	2	1	PDE_04431	NCU01464
2	2	1	PDE_04430	NCU01465
2	2	1	PDE_00730	NCU01467
2	2	1	PDE_07367	NCU01468
2	2	1	PDE_00724	NCU01469
2	2	1	PDE_07320	NCU01470
2	2	1	PDE_07389	NCU01471
2	2	1	PDE_07396	NCU01473
2	2	1	PDE_07395	NCU01474
2	2	1	PDE_05378	NCU01478
2	2	1	PDE_05380	NCU01479
2	2	1	PDE_05031	NCU01480
2	2	1	PDE_03612	NCU01481
2	2	1	PDE_02569	NCU01484
2	2	1	PDE_02564	NCU01485
2	2	1	PDE_03637	NCU01486
2	2	1	PDE_03952	NCU01489
2	2	1	PDE_02216	NCU01494
2	2	1	PDE_08698	NCU01498
2	2	1	PDE_06060	NCU01499
2	2	1	PDE_06694	NCU01500
2	2	1	PDE_08725	NCU01502
2	2	1	PDE_08726	NCU01503
2	2	1	PDE_08708	NCU01504
2	2	1	PDE_09909	NCU01505
2	2	1	PDE_08420	NCU01510
2	2	1	PDE_08724	NCU01511
2	2	1	PDE_08712	NCU01512
2	2	1	PDE_08713	NCU01514
2	2	1	PDE_08705	NCU01515
2	2	1	PDE_08711	NCU01516
2	2	1	PDE_09417	NCU01517
2	2	1	PDE_01191	NCU01521
2	2	1	PDE_04546	NCU01523
2	2	1	PDE_04547	NCU01524
2	2	1	PDE_09951	NCU01525
2	2	1	PDE_09952	NCU01528
2	2	1	PDE_08718	NCU01535
2	2	1	PDE_02231	NCU01539
2	2	1	PDE_02868	NCU01540
2	2	1	PDE_08723	NCU01543
2	2	1	PDE_02375	NCU01545
2	2	1	PDE_02372	NCU01546
2	2	1	PDE_02366	NCU01547
2	2	1	PDE_02370	NCU01548
2	2	1	PDE_02367	NCU01550
2	2	1	PDE_06756	NCU01551
2	2	1	PDE_09077	NCU01553
2	2	1	PDE_09076	NCU01554
2	2	1	PDE_07699	NCU01559
2	2	1	PDE_07698	NCU01563
2	2	1	PDE_07697	NCU01564
2	2	1	PDE_07510	NCU01568
2	2	1	PDE_07509	NCU01569
2	2	1	PDE_07507	NCU01570
2	2	1	PDE_06724	NCU01571
2	2	1	PDE_06725	NCU01572
2	2	1	PDE_07701	NCU01575
2	2	1	PDE_07540	NCU01580
2	2	1	PDE_09112	NCU01584
2	2	1	PDE_09976	NCU01585
2	2	1	PDE_07281	NCU01587
2	2	1	PDE_04315	NCU01589
2	2	1	PDE_02604	NCU01595
2	2	1	PDE_02603	NCU01596
2	2	1	PDE_05091	NCU01598
2	2	1	PDE_05090	NCU01599
2	2	1	PDE_03170	NCU01601
2	2	1	PDE_03234	NCU01606
2	2	1	PDE_07545	NCU01608
2	2	1	PDE_00666	NCU01611
2	2	1	PDE_07529	NCU01612
2	2	1	PDE_07530	NCU01613
2	2	1	PDE_07652	NCU01614
2	2	1	PDE_07900	NCU01615
2	2	1	PDE_00244	NCU01625
2	2	1	PDE_00223	NCU01632
2	2	1	PDE_03586	NCU00136
2	2	1	PDE_00233	NCU01635
2	2	1	PDE_05621	NCU01636
2	2	1	PDE_00242	NCU01637
2	2	1	PDE_00243	NCU01638
2	2	1	PDE_00230	NCU01640
2	2	1	PDE_00222	NCU01643
2	2	1	PDE_00221	NCU01644
2	2	1	PDE_09125	NCU01645
2	2	1	PDE_02348	NCU01646
2	2	1	PDE_02347	NCU01647
2	2	1	PDE_02346	NCU01648
2	2	1	PDE_08220	NCU01650
2	2	1	PDE_08218	NCU01651
2	2	1	PDE_09141	NCU01652
2	2	1	PDE_09144	NCU01654
2	2	1	PDE_09126	NCU01655
2	2	1	PDE_03223	NCU01657
2	2	1	PDE_00217	NCU01658
2	2	1	PDE_06103	NCU01659
2	2	1	PDE_06102	NCU01664
2	2	1	PDE_03645	NCU01665
2	2	1	PDE_03644	NCU01666
2	2	1	PDE_03642	NCU01667
2	2	1	PDE_03643	NCU01668
2	2	1	PDE_04847	NCU01669
2	2	1	PDE_08729	NCU01672
2	2	1	PDE_08727	NCU01674
2	2	1	PDE_03171	NCU01675
2	2	1	PDE_03577	NCU00135
2	2	1	PDE_09134	NCU01689
2	2	1	PDE_09135	NCU01692
2	2	1	PDE_09136	NCU01695
2	2	1	PDE_02369	NCU01696
2	2	1	PDE_03876	NCU01698
2	2	1	PDE_03881	NCU01700
2	2	1	PDE_05792	NCU01701
2	2	1	PDE_05797	NCU01702
2	2	1	PDE_09960	NCU01703
2	2	1	PDE_02368	NCU01704
2	2	1	PDE_02359	NCU01705
2	2	1	PDE_02358	NCU01713
2	2	1	PDE_03722	NCU01715
2	2	1	PDE_07011	NCU01720
2	2	1	PDE_00692	NCU01722
2	2	1	PDE_02417	NCU01724
2	2	1	PDE_02408	NCU01728
2	2	1	PDE_00650	NCU01731
2	2	1	PDE_04448	NCU01735
2	2	1	PDE_02432	NCU01737
2	2	1	PDE_05793	NCU01739
2	2	1	PDE_02382	NCU01741
2	2	1	PDE_02386	NCU01744
2	2	1	PDE_02394	NCU01745
2	2	1	PDE_06721	NCU01746
2	2	1	PDE_07543	NCU01747
2	2	1	PDE_04580	NCU01750
2	2	1	PDE_00120	NCU01751
2	2	1	PDE_00595	NCU01753
2	2	1	PDE_09299	NCU01754
2	2	1	PDE_07538	NCU01756
2	2	1	PDE_07539	NCU01757
2	2	1	PDE_02351	NCU01758
2	2	1	PDE_02350	NCU01759
2	2	1	PDE_09118	NCU01760
2	2	1	PDE_09107	NCU01761
2	2	1	PDE_09106	NCU01762
2	2	1	PDE_00715	NCU01763
2	2	1	PDE_09116	NCU01765
2	2	1	PDE_09119	NCU01766
2	2	1	PDE_02587	NCU01767
2	2	1	PDE_03235	NCU01768
2	2	1	PDE_00648	NCU01771
2	2	1	PDE_04574	NCU01772
2	2	1	PDE_02907	NCU01776
2	2	1	PDE_02899	NCU01777
2	2	1	PDE_02897	NCU01779
2	2	1	PDE_02893	NCU01782
2	2	1	PDE_05110	NCU01784
2	2	1	PDE_05112	NCU01786
2	2	1	PDE_05757	NCU01788
2	2	1	PDE_07634	NCU01789
2	2	1	PDE_07629	NCU01791
2	2	1	PDE_07630	NCU01792
2	2	1	PDE_07628	NCU01793
2	2	1	PDE_07631	NCU01795
2	2	1	PDE_07534	NCU01797
2	2	1	PDE_07536	NCU01800
2	2	1	PDE_08703	NCU01803
2	2	1	PDE_08704	NCU01804
2	2	1	PDE_05117	NCU01805
2	2	1	PDE_08699	NCU01806
2	2	1	PDE_08700	NCU01807
2	2	1	PDE_08701	NCU01808
2	2	1	PDE_06781	NCU01809
2	2	1	PDE_03887	NCU01810
2	2	1	PDE_06819	NCU01811
2	2	1	PDE_02345	NCU01813
2	2	1	PDE_02423	NCU01814
2	2	1	PDE_04861	NCU01815
2	2	1	PDE_04840	NCU01817
2	2	1	PDE_06840	NCU01820
2	2	1	PDE_07020	NCU01821
2	2	1	PDE_07021	NCU01822
2	2	1	PDE_04856	NCU01823
2	2	1	PDE_05046	NCU01824
2	2	1	PDE_05048	NCU01826
2	2	1	PDE_02599	NCU01827
2	2	1	PDE_08905	NCU01829
2	2	1	PDE_08904	NCU01830
2	2	1	PDE_09120	NCU01831
2	2	1	PDE_04854	NCU01833
2	2	1	PDE_01953	NCU01838
2	2	1	PDE_00445	NCU01839
2	2	1	PDE_06837	NCU01841
2	2	1	PDE_06838	NCU01842
2	2	1	PDE_05070	NCU01843
2	2	1	PDE_04693	NCU01845
2	2	1	PDE_09070	NCU01846
2	2	1	PDE_03474	NCU01849
2	2	1	PDE_02355	NCU01850
2	2	1	PDE_09159	NCU00134
2	2	1	PDE_01436	NCU01856
2	2	1	PDE_03764	NCU01857
2	2	1	PDE_05800	NCU01858
2	2	1	PDE_05801	NCU01859
2	2	1	PDE_00171	NCU01861
2	2	1	PDE_02340	NCU01862
2	2	1	PDE_02353	NCU01865
2	2	1	PDE_01765	NCU01866
2	2	1	PDE_01290	NCU01879
2	2	1	PDE_00604	NCU01882
2	2	1	PDE_09663	NCU01883
2	2	1	PDE_07204	NCU01889
2	2	1	PDE_09771	NCU01891
2	2	1	PDE_09623	NCU01894
2	2	1	PDE_09823	NCU01897
2	2	1	PDE_06306	NCU01900
2	2	1	PDE_03426	NCU01901
2	2	1	PDE_03396	NCU01902
2	2	1	PDE_09452	NCU01903
2	2	1	PDE_00299	NCU01904
2	2	1	PDE_03786	NCU01906
2	2	1	PDE_01678	NCU01907
2	2	1	PDE_01591	NCU01911
2	2	1	PDE_01584	NCU01912
2	2	1	PDE_01585	NCU01913
2	2	1	PDE_01812	NCU01914
2	2	1	PDE_06320	NCU01916
2	2	1	PDE_03376	NCU01918
2	2	1	PDE_03375	NCU01919
2	2	1	PDE_08213	NCU01922
2	2	1	PDE_00307	NCU01927
2	2	1	PDE_00294	NCU01928
2	2	1	PDE_00293	NCU01929
2	2	1	PDE_00290	NCU01930
2	2	1	PDE_00291	NCU01931
2	2	1	PDE_09792	NCU01935
2	2	1	PDE_09370	NCU01936
2	2	1	PDE_03765	NCU01939
2	2	1	PDE_01270	NCU01945
2	2	1	PDE_01615	NCU01947
2	2	1	PDE_01807	NCU01948
2	2	1	PDE_01806	NCU01949
2	2	1	PDE_01823	NCU01950
2	2	1	PDE_01822	NCU01951
2	2	1	PDE_09660	NCU01953
2	2	1	PDE_09658	NCU01954
2	2	1	PDE_09597	NCU01955
2	2	1	PDE_01614	NCU01956
2	2	1	PDE_01611	NCU01961
2	2	1	PDE_01610	NCU01962
2	2	1	PDE_01609	NCU01963
2	2	1	PDE_05400	NCU01964
2	2	1	PDE_06314	NCU01965
2	2	1	PDE_01824	NCU01966
2	2	1	PDE_01825	NCU01967
2	2	1	PDE_01793	NCU01968
2	2	1	PDE_00372	NCU01970
2	2	1	PDE_01805	NCU01971
2	2	1	PDE_01804	NCU01974
2	2	1	PDE_01607	NCU01975
2	2	1	PDE_00292	NCU01979
2	2	1	PDE_03402	NCU01980
2	2	1	PDE_01603	NCU01981
2	2	1	PDE_01602	NCU01982
2	2	1	PDE_00597	NCU01984
2	2	1	PDE_01576	NCU01985
2	2	1	PDE_04358	NCU01989
2	2	1	PDE_01794	NCU01990
2	2	1	PDE_05392	NCU01992
2	2	1	PDE_01834	NCU01993
2	2	1	PDE_05394	NCU01994
2	2	1	PDE_01760	NCU01996
2	2	1	PDE_01663	NCU01997
2	2	1	PDE_01801	NCU01998
2	2	1	PDE_02745	NCU02000
2	2	1	PDE_02597	NCU02001
2	2	1	PDE_02596	NCU02003
2	2	1	PDE_02002	NCU02004
2	2	1	PDE_02003	NCU02005
2	2	1	PDE_00298	NCU02009
2	2	1	PDE_00404	NCU02010
2	2	1	PDE_00490	NCU02011
2	2	1	PDE_03371	NCU02013
2	2	1	PDE_01582	NCU02015
2	2	1	PDE_01583	NCU02016
2	2	1	PDE_01398	NCU02017
2	2	1	PDE_01399	NCU02018
2	2	1	PDE_03360	NCU02020
2	2	1	PDE_03373	NCU02023
2	2	1	PDE_01772	NCU02024
2	2	1	PDE_03430	NCU02025
2	2	1	PDE_03433	NCU02027
2	2	1	PDE_03463	NCU02028
2	2	1	PDE_02656	NCU02031
2	2	1	PDE_01279	NCU02032
2	2	1	PDE_03504	NCU02035
2	2	1	PDE_03347	NCU02036
2	2	1	PDE_00886	NCU02041
2	2	1	PDE_02633	NCU02042
2	2	1	PDE_07071	NCU02044
2	2	1	PDE_04822	NCU02046
2	2	1	PDE_07077	NCU02048
2	2	1	PDE_07227	NCU02049
2	2	1	PDE_06523	NCU02052
2	2	1	PDE_08995	NCU02053
2	2	1	PDE_03868	NCU02054
2	2	1	PDE_02768	NCU02055
2	2	1	PDE_02803	NCU02056
2	2	1	PDE_04596	NCU02060
2	2	1	PDE_03292	NCU02061
2	2	1	PDE_09001	NCU02063
2	2	1	PDE_09000	NCU02064
2	2	1	PDE_00390	NCU02066
2	2	1	PDE_00569	NCU02067
2	2	1	PDE_02796	NCU02070
2	2	1	PDE_06504	NCU02071
2	2	1	PDE_06506	NCU02073
2	2	1	PDE_06501	NCU02074
2	2	1	PDE_00987	NCU02075
2	2	1	PDE_05981	NCU02076
2	2	1	PDE_00988	NCU02078
2	2	1	PDE_00989	NCU02079
2	2	1	PDE_00974	NCU02082
2	2	1	PDE_05189	NCU02083
2	2	1	PDE_05849	NCU02090
2	2	1	PDE_05852	NCU02091
2	2	1	PDE_05300	NCU02094
2	2	1	PDE_01345	NCU02096
2	2	1	PDE_05532	NCU02097
2	2	1	PDE_08130	NCU02098
2	2	1	PDE_05828	NCU02099
2	2	1	PDE_00975	NCU02100
2	2	1	PDE_00582	NCU02103
2	2	1	PDE_00581	NCU02104
2	2	1	PDE_00337	NCU02105
2	2	1	PDE_05975	NCU02107
2	2	1	PDE_05976	NCU02108
2	2	1	PDE_05867	NCU02109
2	2	1	PDE_08125	NCU02110
2	2	1	PDE_06418	NCU02111
2	2	1	PDE_03383	NCU02112
2	2	1	PDE_03384	NCU02113
2	2	1	PDE_05357	NCU02114
2	2	1	PDE_05420	NCU02115
2	2	1	PDE_05982	NCU02117
2	2	1	PDE_06407	NCU02118
2	2	1	PDE_02991	NCU02119
2	2	1	PDE_09774	NCU02121
2	2	1	PDE_09802	NCU02122
2	2	1	PDE_09801	NCU02123
2	2	1	PDE_03328	NCU02124
2	2	1	PDE_09757	NCU02126
2	2	1	PDE_09756	NCU02127
2	2	1	PDE_09770	NCU02128
2	2	1	PDE_09685	NCU02131
2	2	1	PDE_09399	NCU02133
2	2	1	PDE_09400	NCU02134
2	2	1	PDE_09398	NCU02136
2	2	1	PDE_01778	NCU02137
2	2	1	PDE_09578	NCU02147
2	2	1	PDE_09364	NCU02148
2	2	1	PDE_09365	NCU02149
2	2	1	PDE_09808	NCU02150
2	2	1	PDE_01811	NCU02151
2	2	1	PDE_01809	NCU02152
2	2	1	PDE_09186	NCU00133
2	2	1	PDE_01590	NCU02156
2	2	1	PDE_01589	NCU02157
2	2	1	PDE_01588	NCU02158
2	2	1	PDE_01598	NCU02160
2	2	1	PDE_01594	NCU02162
2	2	1	PDE_01577	NCU02165
2	2	1	PDE_09755	NCU02167
2	2	1	PDE_09631	NCU02168
2	2	1	PDE_01596	NCU02169
2	2	1	PDE_06006	NCU02173
2	2	1	PDE_04689	NCU02176
2	2	1	PDE_01758	NCU02177
2	2	1	PDE_01821	NCU02178
2	2	1	PDE_01819	NCU02179
2	2	1	PDE_01817	NCU02181
2	2	1	PDE_02168	NCU02188
2	2	1	PDE_00480	NCU00132
2	2	1	PDE_09521	NCU02200
2	2	1	PDE_04467	NCU02202
2	2	1	PDE_04522	NCU02203
2	2	1	PDE_04521	NCU02204
2	2	1	PDE_04469	NCU02207
2	2	1	PDE_04524	NCU02208
2	2	1	PDE_00643	NCU02209
2	2	1	PDE_00785	NCU02211
2	2	1	PDE_03937	NCU02213
2	2	1	PDE_03670	NCU02217
2	2	1	PDE_01742	NCU02219
2	2	1	PDE_02405	NCU02220
2	2	1	PDE_01619	NCU02221
2	2	1	PDE_01618	NCU02224
2	2	1	PDE_00645	NCU02225
2	2	1	PDE_04401	NCU02226
2	2	1	PDE_02549	NCU02227
2	2	1	PDE_02538	NCU02228
2	2	1	PDE_02537	NCU02229
2	2	1	PDE_05009	NCU02230
2	2	1	PDE_01876	NCU02231
2	2	1	PDE_01738	NCU02232
2	2	1	PDE_01873	NCU02233
2	2	1	PDE_04874	NCU02234
2	2	1	PDE_08256	NCU02235
2	2	1	PDE_04948	NCU02237
2	2	1	PDE_01383	NCU02238
2	2	1	PDE_01745	NCU02241
2	2	1	PDE_01744	NCU02242
2	2	1	PDE_06271	NCU02244
2	2	1	PDE_02540	NCU02245
2	2	1	PDE_04972	NCU02249
2	2	1	PDE_07836	NCU02250
2	2	1	PDE_04961	NCU02252
2	2	1	PDE_01865	NCU02254
2	2	1	PDE_05010	NCU02255
2	2	1	PDE_05012	NCU02256
2	2	1	PDE_04865	NCU02257
2	2	1	PDE_04954	NCU02259
2	2	1	PDE_04764	NCU02260
2	2	1	PDE_04670	NCU02263
2	2	1	PDE_04942	NCU02264
2	2	1	PDE_04876	NCU02267
2	2	1	PDE_02645	NCU02269
2	2	1	PDE_04888	NCU02270
2	2	1	PDE_04892	NCU02271
2	2	1	PDE_04776	NCU02272
2	2	1	PDE_04768	NCU02273
2	2	1	PDE_04963	NCU02274
2	2	1	PDE_04863	NCU02276
2	2	1	PDE_04864	NCU02277
2	2	1	PDE_00549	NCU02278
2	2	1	PDE_08264	NCU02280
2	2	1	PDE_04677	NCU02282
2	2	1	PDE_04965	NCU02283
2	2	1	PDE_02992	NCU02284
2	2	1	PDE_04998	NCU02285
2	2	1	PDE_04999	NCU02286
2	2	1	PDE_05566	NCU02287
2	2	1	PDE_01568	NCU02289
2	2	1	PDE_01569	NCU02291
2	2	1	PDE_05000	NCU02293
2	2	1	PDE_05001	NCU02294
2	2	1	PDE_01574	NCU02295
2	2	1	PDE_04944	NCU02296
2	2	1	PDE_00787	NCU02299
2	2	1	PDE_01249	NCU02302
2	2	1	PDE_04943	NCU02304
2	2	1	PDE_01616	NCU02305
2	2	1	PDE_04982	NCU02307
2	2	1	PDE_05135	NCU02310
2	2	1	PDE_00579	NCU00130
2	2	1	PDE_01559	NCU02318
2	2	1	PDE_09121	NCU02319
2	2	1	PDE_01342	NCU02321
2	2	1	PDE_05573	NCU02322
2	2	1	PDE_06010	NCU02325
2	2	1	PDE_03620	NCU02328
2	2	1	PDE_03299	NCU02329
2	2	1	PDE_04772	NCU02333
2	2	1	PDE_04771	NCU02334
2	2	1	PDE_00799	NCU02335
2	2	1	PDE_00689	NCU02336
2	2	1	PDE_02344	NCU02337
2	2	1	PDE_06034	NCU02338
2	2	1	PDE_06546	NCU02343
2	2	1	PDE_01525	NCU02347
2	2	1	PDE_08186	NCU02348
2	2	1	PDE_05410	NCU02349
2	2	1	PDE_01515	NCU02351
2	2	1	PDE_08185	NCU02352
2	2	1	PDE_01511	NCU02353
2	2	1	PDE_01531	NCU02356
2	2	1	PDE_02691	NCU02357
2	2	1	PDE_02672	NCU02358
2	2	1	PDE_01714	NCU02360
2	2	1	PDE_01713	NCU02361
2	2	1	PDE_08936	NCU02363
2	2	1	PDE_08184	NCU02364
2	2	1	PDE_08183	NCU02366
2	2	1	PDE_01743	NCU02367
2	2	1	PDE_08211	NCU02368
2	2	1	PDE_02709	NCU00129
2	2	1	PDE_08210	NCU02371
2	2	1	PDE_08198	NCU02373
2	2	1	PDE_08212	NCU02374
2	2	1	PDE_08204	NCU02375
2	2	1	PDE_08182	NCU02376
2	2	1	PDE_08207	NCU02378
2	2	1	PDE_01484	NCU02379
2	2	1	PDE_08271	NCU02380
2	2	1	PDE_08273	NCU02381
2	2	1	PDE_01506	NCU02382
2	2	1	PDE_04872	NCU02385
2	2	1	PDE_01874	NCU02387
2	2	1	PDE_01868	NCU02388
2	2	1	PDE_04686	NCU02390
2	2	1	PDE_08194	NCU02391
2	2	1	PDE_08196	NCU02393
2	2	1	PDE_01887	NCU02394
2	2	1	PDE_08197	NCU02395
2	2	1	PDE_01728	NCU02396
2	2	1	PDE_04873	NCU02397
2	2	1	PDE_04110	NCU02399
2	2	1	PDE_02674	NCU02400
2	2	1	PDE_04957	NCU02401
2	2	1	PDE_01499	NCU02402
2	2	1	PDE_08258	NCU02403
2	2	1	PDE_08259	NCU02404
2	2	1	PDE_01720	NCU02405
2	2	1	PDE_01721	NCU02406
2	2	1	PDE_01700	NCU02407
2	2	1	PDE_01697	NCU02408
2	2	1	PDE_08187	NCU02409
2	2	1	PDE_08242	NCU02410
2	2	1	PDE_04958	NCU02411
2	2	1	PDE_04879	NCU02412
2	2	1	PDE_08232	NCU02413
2	2	1	PDE_08233	NCU02414
2	2	1	PDE_04881	NCU02415
2	2	1	PDE_04676	NCU02416
2	2	1	PDE_04675	NCU02417
2	2	1	PDE_08236	NCU02420
2	2	1	PDE_08241	NCU02421
2	2	1	PDE_08255	NCU02422
2	2	1	PDE_08235	NCU02423
2	2	1	PDE_01495	NCU02424
2	2	1	PDE_08263	NCU02425
2	2	1	PDE_01562	NCU02428
2	2	1	PDE_01503	NCU02430
2	2	1	PDE_01485	NCU02432
2	2	1	PDE_01488	NCU02433
2	2	1	PDE_01486	NCU02434
2	2	1	PDE_01489	NCU02435
2	2	1	PDE_01490	NCU02437
2	2	1	PDE_01492	NCU02438
2	2	1	PDE_05606	NCU02450
2	2	1	PDE_05616	NCU02452
2	2	1	PDE_05349	NCU02455
2	2	1	PDE_04188	NCU02456
2	2	1	PDE_06002	NCU02457
2	2	1	PDE_05225	NCU02459
2	2	1	PDE_05977	NCU02460
2	2	1	PDE_09413	NCU02463
2	2	1	PDE_09818	NCU02464
2	2	1	PDE_09819	NCU02466
2	2	1	PDE_03874	NCU02468
2	2	1	PDE_00663	NCU02470
2	2	1	PDE_00714	NCU02472
2	2	1	PDE_00713	NCU02473
2	2	1	PDE_01384	NCU02475
2	2	1	PDE_09689	NCU02477
2	2	1	PDE_09568	NCU00128
2	2	1	PDE_04219	NCU02479
2	2	1	PDE_04218	NCU02480
2	2	1	PDE_03451	NCU02481
2	2	1	PDE_03487	NCU02482
2	2	1	PDE_02526	NCU02490
2	2	1	PDE_02524	NCU02491
2	2	1	PDE_02492	NCU02493
2	2	1	PDE_06986	NCU02494
2	2	1	PDE_06985	NCU02495
2	2	1	PDE_06982	NCU02496
2	2	1	PDE_06976	NCU02497
2	2	1	PDE_06989	NCU02498
2	2	1	PDE_02522	NCU02504
2	2	1	PDE_05651	NCU02505
2	2	1	PDE_09642	NCU00127
2	2	1	PDE_05648	NCU02508
2	2	1	PDE_05649	NCU02509
2	2	1	PDE_05652	NCU02510
2	2	1	PDE_09977	NCU02511
2	2	1	PDE_03777	NCU02513
2	2	1	PDE_06476	NCU02514
2	2	1	PDE_01644	NCU02515
2	2	1	PDE_05492	NCU02520
2	2	1	PDE_04603	NCU02522
2	2	1	PDE_02498	NCU02524
2	2	1	PDE_05963	NCU02525
2	2	1	PDE_06279	NCU02526
2	2	1	PDE_01659	NCU02530
2	2	1	PDE_08369	NCU02531
2	2	1	PDE_08368	NCU02532
2	2	1	PDE_08367	NCU02533
2	2	1	PDE_08366	NCU02534
2	2	1	PDE_08359	NCU02536
2	2	1	PDE_04330	NCU02538
2	2	1	PDE_04341	NCU02539
2	2	1	PDE_06998	NCU02540
2	2	1	PDE_03606	NCU02541
2	2	1	PDE_03592	NCU02542
2	2	1	PDE_05428	NCU02543
2	2	1	PDE_05427	NCU02544
2	2	1	PDE_05508	NCU02545
2	2	1	PDE_05509	NCU02546
2	2	1	PDE_00990	NCU02547
2	2	1	PDE_04834	NCU02548
2	2	1	PDE_00284	NCU02549
2	2	1	PDE_05594	NCU02550
2	2	1	PDE_00993	NCU02552
