# Species	Genes	Alg.-Conn.	Penicillium_sp_2HH.fasta	A.nidulans_FGSC_A4_v.s10-m04-r16.fasta
2	2	1	PECH_000983	AN3431
2	2	1	PECH_000984	AN3437
2	2	1	PECH_000985	AN3307
2	2	1	PECH_000986	AN3308
2	2	1	PECH_000987	AN3309
2	2	1	PECH_000990	AN4990
2	2	1	PECH_000991	AN11962
2	2	1	PECH_000992	AN4991
2	2	1	PECH_000993	AN4992
2	2	1	PECH_000994	AN4993
2	2	1	PECH_000999	AN3975
2	2	1	PECH_001000	AN5090
2	2	1	PECH_001002	AN4998
2	2	1	PECH_001003	AN4997
2	2	1	PECH_001004	AN4996
2	2	1	PECH_001005	AN4995
2	2	1	PECH_001006	AN7683
2	2	1	PECH_001014	AN7690
2	2	1	PECH_001015	AN4267
2	2	1	PECH_001017	AN4269
2	2	1	PECH_001018	AN4270
2	2	1	PECH_001020	AN4266
2	2	1	PECH_001021	AN4265
2	2	1	PECH_001022	AN4264
2	2	1	PECH_001023	AN4263
2	2	1	PECH_001024	AN2193
2	2	1	PECH_001026	AN2188
2	2	1	PECH_001027	AN10533
2	2	1	PECH_001029	AN10534
2	2	1	PECH_001030	AN4261
2	2	1	PECH_001031	AN4260
2	2	1	PECH_001032	AN4259
2	2	1	PECH_001033	AN4258
2	2	1	PECH_001035	AN9168
2	2	1	PECH_001037	AN4257
2	2	1	PECH_001039	AN4255
2	2	1	PECH_001041	AN4254
2	2	1	PECH_001042	AN4253
2	2	1	PECH_001043	AN5701
2	2	1	PECH_001047	AN8058
2	2	1	PECH_001048	AN5698
2	2	1	PECH_001049	AN10713
2	2	1	PECH_001050	AN11788
2	2	1	PECH_001051	AN10702
2	2	1	PECH_001052	AN10965
2	2	1	PECH_001053	AN5694
2	2	1	PECH_001054	AN7621
2	2	1	PECH_001055	AN5693
2	2	1	PECH_001056	AN5692
2	2	1	PECH_001057	AN5688
2	2	1	PECH_001058	AN5687
2	2	1	PECH_001059	AN5686
2	2	1	PECH_001060	AN5685
2	2	1	PECH_001061	AN5684
2	2	1	PECH_001062	AN5683
2	2	1	PECH_001063	AN5682
2	2	1	PECH_001064	AN5681
2	2	1	PECH_001066	AN5679
2	2	1	PECH_001067	AN6895
2	2	1	PECH_001069	AN5678
2	2	1	PECH_001070	AN5677
2	2	1	PECH_001071	AN5674
2	2	1	PECH_001072	AN5104
2	2	1	PECH_001073	AN5675
2	2	1	PECH_001074	AN5676
2	2	1	PECH_001075	AN1616
2	2	1	PECH_001077	AN3743
2	2	1	PECH_001078	AN3742
2	2	1	PECH_001080	AN9126
2	2	1	PECH_001083	AN3741
2	2	1	PECH_001085	AN7780
2	2	1	PECH_001088	AN3345
2	2	1	PECH_001089	AN3740
2	2	1	PECH_001090	AN5673
2	2	1	PECH_001091	AN3744
2	2	1	PECH_001092	AN3745
2	2	1	PECH_001093	AN3746
2	2	1	PECH_001094	AN3747
2	2	1	PECH_001095	AN3750
2	2	1	PECH_001096	AN3749
2	2	1	PECH_001098	AN6632
2	2	1	PECH_001099	AN3748
2	2	1	PECH_001100	AN3751
2	2	1	PECH_001102	AN6817
2	2	1	PECH_001105	AN3752
2	2	1	PECH_001106	AN3753
2	2	1	PECH_001107	AN10442
2	2	1	PECH_001108	AN1121
2	2	1	PECH_001109	AN1122
2	2	1	PECH_001110	AN1124
2	2	1	PECH_001111	AN1126
2	2	1	PECH_001112	AN3721
2	2	1	PECH_001113	AN3720
2	2	1	PECH_001114	AN3719
2	2	1	PECH_001115	AN10455
2	2	1	PECH_001116	AN10440
2	2	1	PECH_001118	AN3708
2	2	1	PECH_001119	AN3709
2	2	1	PECH_001120	AN3710
2	2	1	PECH_001121	AN3711
2	2	1	PECH_001122	AN11411
2	2	1	PECH_001124	AN3714
2	2	1	PECH_001125	AN3712
2	2	1	PECH_001126	AN9531
2	2	1	PECH_001128	AN10439
2	2	1	PECH_001129	AN3716
2	2	1	PECH_001130	AN3717
2	2	1	PECH_001131	AN9163
2	2	1	PECH_001132	AN3707
2	2	1	PECH_001133	AN3706
2	2	1	PECH_001134	AN10454
2	2	1	PECH_001135	AN10438
2	2	1	PECH_001136	AN3702
2	2	1	PECH_001137	AN11728
2	2	1	PECH_001138	AN3692
2	2	1	PECH_001140	AN3693
2	2	1	PECH_001142	AN3695
2	2	1	PECH_001144	AN3686
2	2	1	PECH_001145	AN10437
2	2	1	PECH_001146	AN3696
2	2	1	PECH_001147	AN3687
2	2	1	PECH_001149	AN11897
2	2	1	PECH_001150	AN0966
2	2	1	PECH_001151	AN0964
2	2	1	PECH_001154	AN10131
2	2	1	PECH_001155	AN0960
2	2	1	PECH_001157	AN11893
2	2	1	PECH_001158	AN11894
2	2	1	PECH_001160	AN0956
2	2	1	PECH_001161	AN10137
2	2	1	PECH_001162	AN10130
2	2	1	PECH_001163	AN0954
2	2	1	PECH_001164	AN0953
2	2	1	PECH_001165	AN10344
2	2	1	PECH_001167	AN0952
2	2	1	PECH_001168	AN11892
2	2	1	PECH_001169	AN11891
2	2	1	PECH_001171	AN1014
2	2	1	PECH_001173	AN1015
2	2	1	PECH_001174	AN1016
2	2	1	PECH_001177	AN0255
2	2	1	PECH_001178	AN0256
2	2	1	PECH_001179	AN0257
2	2	1	PECH_001180	AN0258
2	2	1	PECH_001181	AN0259
2	2	1	PECH_001182	AN0260
2	2	1	PECH_001183	AN0261
2	2	1	PECH_001184	AN0262
2	2	1	PECH_001185	AN0265
2	2	1	PECH_001186	AN0279
2	2	1	PECH_001189	AN0280
2	2	1	PECH_001190	AN0266
2	2	1	PECH_001192	AN0278
2	2	1	PECH_001193	AN10032
2	2	1	PECH_001196	AN0276
2	2	1	PECH_001197	AN0275
2	2	1	PECH_001200	AN2905
2	2	1	PECH_001201	AN4305
2	2	1	PECH_001202	AN2906
2	2	1	PECH_001203	AN2907
2	2	1	PECH_001204	AN2000
2	2	1	PECH_001206	AN2909
2	2	1	PECH_001207	AN2910
2	2	1	PECH_001209	AN4955
2	2	1	PECH_001210	AN4954
2	2	1	PECH_001211	AN4953
2	2	1	PECH_001213	AN4952
2	2	1	PECH_001216	AN4892
2	2	1	PECH_001217	AN4891
2	2	1	PECH_001218	AN4890
2	2	1	PECH_001219	AN11253
2	2	1	PECH_001220	AN4889
2	2	1	PECH_001221	AN4888
2	2	1	PECH_001222	AN4887
2	2	1	PECH_001223	AN4886
2	2	1	PECH_001224	AN10609
2	2	1	PECH_001225	AN6931
2	2	1	PECH_001226	AN10618
2	2	1	PECH_001228	AN4878
2	2	1	PECH_001229	AN6527
2	2	1	PECH_001232	AN6526
2	2	1	PECH_001233	AN9152
2	2	1	PECH_001238	AN6528
2	2	1	PECH_001240	AN6529
2	2	1	PECH_001241	AN6530
2	2	1	PECH_001242	AN6531
2	2	1	PECH_001243	AN6532
2	2	1	PECH_001244	AN6533
2	2	1	PECH_001245	AN6551
2	2	1	PECH_001246	AN6550
2	2	1	PECH_001249	AN6521
2	2	1	PECH_001251	AN10298
2	2	1	PECH_001252	AN6520
2	2	1	PECH_001253	AN10825
2	2	1	PECH_001254	AN3836
2	2	1	PECH_001255	AN3837
2	2	1	PECH_001256	AN3835
2	2	1	PECH_001258	AN6517
2	2	1	PECH_001259	AN2867
2	2	1	PECH_001260	AN2866
2	2	1	PECH_000085	AN8836
2	2	1	PECH_001262	AN4921
2	2	1	PECH_001263	AN4922
2	2	1	PECH_001264	AN4923
2	2	1	PECH_001265	AN5014
2	2	1	PECH_001266	AN5013
2	2	1	PECH_001267	AN3084
2	2	1	PECH_001268	AN11110
2	2	1	PECH_001270	AN3085
2	2	1	PECH_001271	AN3086
2	2	1	PECH_001272	AN11705
2	2	1	PECH_001273	AN3087
2	2	1	PECH_001274	AN3088
2	2	1	PECH_001275	AN3089
2	2	1	PECH_001276	AN3090
2	2	1	PECH_001278	AN3091
2	2	1	PECH_001279	AN1173
2	2	1	PECH_001281	AN3092
2	2	1	PECH_001282	AN11706
2	2	1	PECH_001283	AN7135
2	2	1	PECH_001284	AN10900
2	2	1	PECH_001285	AN10891
2	2	1	PECH_001286	AN2815
2	2	1	PECH_000083	AN11126
2	2	1	PECH_001289	AN8942
2	2	1	PECH_001292	AN10028
2	2	1	PECH_001293	AN9360
2	2	1	PECH_001294	AN9359
2	2	1	PECH_001295	AN9358
2	2	1	PECH_001296	AN9357
2	2	1	PECH_001297	AN9362
2	2	1	PECH_001298	AN11828
2	2	1	PECH_001300	AN9340
2	2	1	PECH_001301	AN9339
2	2	1	PECH_001302	AN0765
2	2	1	PECH_001303	AN11076
2	2	1	PECH_001307	AN7987
2	2	1	PECH_001308	AN8639
2	2	1	PECH_001310	AN8019
2	2	1	PECH_001312	AN9377
2	2	1	PECH_001313	AN0626
2	2	1	PECH_001314	AN0625
2	2	1	PECH_001315	AN0624
2	2	1	PECH_001316	AN0623
2	2	1	PECH_001317	AN9304
2	2	1	PECH_001319	AN0403
2	2	1	PECH_001320	AN0609
2	2	1	PECH_001322	AN6400
2	2	1	PECH_001323	AN10492
2	2	1	PECH_000082	AN11128
2	2	1	PECH_001327	AN7275
2	2	1	PECH_001330	AN3083
2	2	1	PECH_001331	AN8151
2	2	1	PECH_001333	AN11916
2	2	1	PECH_001334	AN11917
2	2	1	PECH_001335	AN6403
2	2	1	PECH_001336	AN0485
2	2	1	PECH_001339	AN6395
2	2	1	PECH_000079	AN8839
2	2	1	PECH_001343	AN0033
2	2	1	PECH_001344	AN6083
2	2	1	PECH_001345	AN1639
2	2	1	PECH_001346	AN10224
2	2	1	PECH_001347	AN10220
2	2	1	PECH_001348	AN1629
2	2	1	PECH_001349	AN1811
2	2	1	PECH_001350	AN1810
2	2	1	PECH_001351	AN6443
2	2	1	PECH_001353	AN0392
2	2	1	PECH_001354	AN1633
2	2	1	PECH_001355	AN1671
2	2	1	PECH_001358	AN1667
2	2	1	PECH_001359	AN1666
2	2	1	PECH_001360	AN1665
2	2	1	PECH_001361	AN1669
2	2	1	PECH_001362	AN1668
2	2	1	PECH_001363	AN10225
2	2	1	PECH_001364	AN11887
2	2	1	PECH_001365	AN10006
2	2	1	PECH_001367	AN7130
2	2	1	PECH_001369	AN1662
2	2	1	PECH_001370	AN1661
2	2	1	PECH_001371	AN1660
2	2	1	PECH_001372	AN2042
2	2	1	PECH_001375	AN7387
2	2	1	PECH_001376	AN2020
2	2	1	PECH_001377	AN6328
2	2	1	PECH_001379	AN2017
2	2	1	PECH_001380	AN2016
2	2	1	PECH_001381	AN1999
2	2	1	PECH_001382	AN10251
2	2	1	PECH_001383	AN2001
2	2	1	PECH_001384	AN2002
2	2	1	PECH_001385	AN10252
2	2	1	PECH_001387	AN10250
2	2	1	PECH_001388	AN2004
2	2	1	PECH_001389	AN9451
2	2	1	PECH_001390	AN0228
2	2	1	PECH_001391	AN0227
2	2	1	PECH_001392	AN0229
2	2	1	PECH_001394	AN0213
2	2	1	PECH_000077	AN8841
2	2	1	PECH_001399	AN9370
2	2	1	PECH_001402	AN1184
2	2	1	PECH_001404	AN2387
2	2	1	PECH_001405	AN2386
2	2	1	PECH_001406	AN8743
2	2	1	PECH_001407	AN8744
2	2	1	PECH_001408	AN11116
2	2	1	PECH_001409	AN11115
2	2	1	PECH_001411	AN11117
2	2	1	PECH_001412	AN8748
2	2	1	PECH_001415	AN8749
2	2	1	PECH_001419	AN8751
2	2	1	PECH_001422	AN6398
2	2	1	PECH_001423	AN7358
2	2	1	PECH_001427	AN5636
2	2	1	PECH_001428	AN8755
2	2	1	PECH_001429	AN5664
2	2	1	PECH_001430	AN11152
2	2	1	PECH_001436	AN11119
2	2	1	PECH_001437	AN11113
2	2	1	PECH_001438	AN8770
2	2	1	PECH_001439	AN8769
2	2	1	PECH_001440	AN8765
2	2	1	PECH_001441	AN8763
2	2	1	PECH_001442	AN8762
2	2	1	PECH_001443	AN8761
2	2	1	PECH_001444	AN11112
2	2	1	PECH_001445	AN8757
2	2	1	PECH_001446	AN8756
2	2	1	PECH_001448	AN6561
2	2	1	PECH_001449	AN6560
2	2	1	PECH_001450	AN6558
2	2	1	PECH_001453	AN8462
2	2	1	PECH_001456	AN6557
2	2	1	PECH_001457	AN6556
2	2	1	PECH_001458	AN6555
2	2	1	PECH_001459	AN6552
2	2	1	PECH_001461	AN6554
2	2	1	PECH_001462	AN12122
2	2	1	PECH_001464	AN6534
2	2	1	PECH_001465	AN6535
2	2	1	PECH_001467	AN7131
2	2	1	PECH_001468	AN6536
2	2	1	PECH_001469	AN6537
2	2	1	PECH_001470	AN6538
2	2	1	PECH_001471	AN3295
2	2	1	PECH_001473	AN6540
2	2	1	PECH_001474	AN6541
2	2	1	PECH_001475	AN6542
2	2	1	PECH_001476	AN6543
2	2	1	PECH_001477	AN6544
2	2	1	PECH_001478	AN6545
2	2	1	PECH_001479	AN6546
2	2	1	PECH_001480	AN6547
2	2	1	PECH_001481	AN7925
2	2	1	PECH_001482	AN6549
2	2	1	PECH_001485	AN11701
2	2	1	PECH_001487	AN6524
2	2	1	PECH_001489	AN8290
2	2	1	PECH_001490	AN8291
2	2	1	PECH_001491	AN12208
2	2	1	PECH_001492	AN8289
2	2	1	PECH_001493	AN8288
2	2	1	PECH_001494	AN11066
2	2	1	PECH_001495	AN11072
2	2	1	PECH_001496	AN8286
2	2	1	PECH_001498	AN8285
2	2	1	PECH_001499	AN8284
2	2	1	PECH_001500	AN8283
2	2	1	PECH_001501	AN4279
2	2	1	PECH_001502	AN4278
2	2	1	PECH_001503	AN4271
2	2	1	PECH_001504	AN4272
2	2	1	PECH_001505	AN4273
2	2	1	PECH_001507	AN6157
2	2	1	PECH_001508	AN6158
2	2	1	PECH_001509	AN6159
2	2	1	PECH_001510	AN6160
2	2	1	PECH_001512	AN6161
2	2	1	PECH_001513	AN6162
2	2	1	PECH_001514	AN6393
2	2	1	PECH_001515	AN6164
2	2	1	PECH_001517	AN6166
2	2	1	PECH_001518	AN6165
2	2	1	PECH_001528	AN5378
2	2	1	PECH_001530	AN2343
2	2	1	PECH_001531	AN8941
2	2	1	PECH_001532	AN10136
2	2	1	PECH_001534	AN6149
2	2	1	PECH_001535	AN6150
2	2	1	PECH_001536	AN9180
2	2	1	PECH_001537	AN10348
2	2	1	PECH_001538	AN10373
2	2	1	PECH_001541	AN9299
2	2	1	PECH_001543	AN4941
2	2	1	PECH_001544	AN4942
2	2	1	PECH_001545	AN4937
2	2	1	PECH_001546	AN4943
2	2	1	PECH_001547	AN4945
2	2	1	PECH_001548	AN4965
2	2	1	PECH_001549	AN4966
2	2	1	PECH_001550	AN4967
2	2	1	PECH_001551	AN5387
2	2	1	PECH_001552	AN8604
2	2	1	PECH_001553	AN10620
2	2	1	PECH_001554	AN10610
2	2	1	PECH_001555	AN4969
2	2	1	PECH_001557	AN4971
2	2	1	PECH_001558	AN4972
2	2	1	PECH_001559	AN4973
2	2	1	PECH_001560	AN8750
2	2	1	PECH_001561	AN4974
2	2	1	PECH_001562	AN4975
2	2	1	PECH_001563	AN4976
2	2	1	PECH_001564	AN4977
2	2	1	PECH_001565	AN4978
2	2	1	PECH_001566	AN2556
2	2	1	PECH_001567	AN1920
2	2	1	PECH_001568	AN8894
2	2	1	PECH_001571	AN11153
2	2	1	PECH_001572	AN8888
2	2	1	PECH_001573	AN11948
2	2	1	PECH_001574	AN11947
2	2	1	PECH_001575	AN5284
2	2	1	PECH_001576	AN11144
2	2	1	PECH_001577	AN8885
2	2	1	PECH_001578	AN8878
2	2	1	PECH_001579	AN8879
2	2	1	PECH_001580	AN6040
2	2	1	PECH_001582	AN8880
2	2	1	PECH_001583	AN11146
2	2	1	PECH_001584	AN8881
2	2	1	PECH_001585	AN11145
2	2	1	PECH_001586	AN8882
2	2	1	PECH_001587	AN8883
2	2	1	PECH_001593	AN3255
2	2	1	PECH_001594	AN6705
2	2	1	PECH_001595	AN6706
2	2	1	PECH_001596	AN6707
2	2	1	PECH_001597	AN6700
2	2	1	PECH_001600	AN6702
2	2	1	PECH_001601	AN6703
2	2	1	PECH_001604	AN6716
2	2	1	PECH_001605	AN6715
2	2	1	PECH_001607	AN6714
2	2	1	PECH_001608	AN6713
2	2	1	PECH_001609	AN5017
2	2	1	PECH_001613	AN8405
2	2	1	PECH_001616	AN11224
2	2	1	PECH_001617	AN12407
2	2	1	PECH_001618	AN5098
2	2	1	PECH_001620	AN11226
2	2	1	PECH_001621	AN9414
2	2	1	PECH_001622	AN9413
2	2	1	PECH_001624	AN4288
2	2	1	PECH_001625	AN4287
2	2	1	PECH_001626	AN4285
2	2	1	PECH_001627	AN4284
2	2	1	PECH_001628	AN4283
2	2	1	PECH_001629	AN4282
2	2	1	PECH_001630	AN4280
2	2	1	PECH_001631	AN8282
2	2	1	PECH_001632	AN8281
2	2	1	PECH_001633	AN12207
2	2	1	PECH_001635	AN1178
2	2	1	PECH_001636	AN1177
2	2	1	PECH_001637	AN1176
2	2	1	PECH_001638	AN1175
2	2	1	PECH_001639	AN1174
2	2	1	PECH_001641	AN1172
2	2	1	PECH_001643	AN1039
2	2	1	PECH_000076	AN8842
2	2	1	PECH_001645	AN10139
2	2	1	PECH_001646	AN11290
2	2	1	PECH_001647	AN1045
2	2	1	PECH_001648	AN1046
2	2	1	PECH_001649	AN1047
2	2	1	PECH_001650	AN1048
2	2	1	PECH_001651	AN1049
2	2	1	PECH_001652	AN1050
2	2	1	PECH_001653	AN1027
2	2	1	PECH_001654	AN1026
2	2	1	PECH_001656	AN1066
2	2	1	PECH_001657	AN1065
2	2	1	PECH_001658	AN1064
2	2	1	PECH_001659	AN1063
2	2	1	PECH_001660	AN1062
2	2	1	PECH_001661	AN1061
2	2	1	PECH_001663	AN6563
2	2	1	PECH_001664	AN6564
2	2	1	PECH_001665	AN6565
2	2	1	PECH_001667	AN6566
2	2	1	PECH_001668	AN6567
2	2	1	PECH_001669	AN6568
2	2	1	PECH_001670	AN6569
2	2	1	PECH_001671	AN6570
2	2	1	PECH_001672	AN8614
2	2	1	PECH_001673	AN2351
2	2	1	PECH_001674	AN3250
2	2	1	PECH_001675	AN6771
2	2	1	PECH_001676	AN11746
2	2	1	PECH_001680	AN11747
2	2	1	PECH_001681	AN7489
2	2	1	PECH_001682	AN7488
2	2	1	PECH_001683	AN7487
2	2	1	PECH_001684	AN7485
2	2	1	PECH_001685	AN7484
2	2	1	PECH_001691	AN4435
2	2	1	PECH_001692	AN4434
2	2	1	PECH_001693	AN4433
2	2	1	PECH_001694	AN4432
2	2	1	PECH_001695	AN4431
2	2	1	PECH_001696	AN4430
2	2	1	PECH_001697	AN4408
2	2	1	PECH_001698	AN4409
2	2	1	PECH_001699	AN4410
2	2	1	PECH_001700	AN4411
2	2	1	PECH_001701	AN4412
2	2	1	PECH_001702	AN10553
2	2	1	PECH_001703	AN10551
2	2	1	PECH_001705	AN1608
2	2	1	PECH_001706	AN4414
2	2	1	PECH_001707	AN4415
2	2	1	PECH_001708	AN4416
2	2	1	PECH_001709	AN4417
2	2	1	PECH_001710	AN10554
2	2	1	PECH_001711	AN4419
2	2	1	PECH_001712	AN4418
2	2	1	PECH_001717	AN7662
2	2	1	PECH_001718	AN9069
2	2	1	PECH_001719	AN9062
2	2	1	PECH_001720	AN9063
2	2	1	PECH_001721	AN9065
2	2	1	PECH_001722	AN9075
2	2	1	PECH_001723	AN9076
2	2	1	PECH_001726	AN9077
2	2	1	PECH_001727	AN9078
2	2	1	PECH_001728	AN9079
2	2	1	PECH_001729	AN9083
2	2	1	PECH_001732	AN4380
2	2	1	PECH_001734	AN4382
2	2	1	PECH_001735	AN4383
2	2	1	PECH_001736	AN4385
2	2	1	PECH_001737	AN4386
2	2	1	PECH_001738	AN4655
2	2	1	PECH_001739	AN4387
2	2	1	PECH_001740	AN4388
2	2	1	PECH_001741	AN4389
2	2	1	PECH_001742	AN4390
2	2	1	PECH_001743	AN7762
2	2	1	PECH_001744	AN4394
2	2	1	PECH_001746	AN4395
2	2	1	PECH_001747	AN4396
2	2	1	PECH_001748	AN4404
2	2	1	PECH_001751	AN4403
2	2	1	PECH_001752	AN4402
2	2	1	PECH_001753	AN4401
2	2	1	PECH_001754	AN4399
2	2	1	PECH_001755	AN4398
2	2	1	PECH_001756	AN4405
2	2	1	PECH_001757	AN4406
2	2	1	PECH_001758	AN12229
2	2	1	PECH_001759	AN4407
2	2	1	PECH_001763	AN1938
2	2	1	PECH_001765	AN7455
2	2	1	PECH_001766	AN7456
2	2	1	PECH_001767	AN7457
2	2	1	PECH_001769	AN7458
2	2	1	PECH_001770	AN7454
2	2	1	PECH_001771	AN7453
2	2	1	PECH_001774	AN7451
2	2	1	PECH_001776	AN8474
2	2	1	PECH_001777	AN8475
2	2	1	PECH_001778	AN8476
2	2	1	PECH_001780	AN8473
2	2	1	PECH_001782	AN3479
2	2	1	PECH_001785	AN7450
2	2	1	PECH_001786	AN7449
2	2	1	PECH_001790	AN10942
2	2	1	PECH_001791	AN10954
2	2	1	PECH_001792	AN10953
2	2	1	PECH_001794	AN7447
2	2	1	PECH_001795	AN3313
2	2	1	PECH_001796	AN7444
2	2	1	PECH_001797	AN10941
2	2	1	PECH_001798	AN7443
2	2	1	PECH_001801	AN9297
2	2	1	PECH_001802	AN4127
2	2	1	PECH_001803	AN7441
2	2	1	PECH_001804	AN7442
2	2	1	PECH_001810	AN7433
2	2	1	PECH_001811	AN7434
2	2	1	PECH_001812	AN7435
2	2	1	PECH_001813	AN7436
2	2	1	PECH_001814	AN7437
2	2	1	PECH_001815	AN7438
2	2	1	PECH_001816	AN7439
2	2	1	PECH_001817	AN7440
2	2	1	PECH_001818	AN10967
2	2	1	PECH_001819	AN7432
2	2	1	PECH_001820	AN1018
2	2	1	PECH_001821	AN1019
2	2	1	PECH_001822	AN1020
2	2	1	PECH_001823	AN1021
2	2	1	PECH_001824	AN1022
2	2	1	PECH_001826	AN1023
2	2	1	PECH_001827	AN1024
2	2	1	PECH_001829	AN10138
2	2	1	PECH_001830	AN0644
2	2	1	PECH_001832	AN0647
2	2	1	PECH_001834	AN0648
2	2	1	PECH_001835	AN10112
2	2	1	PECH_001836	AN0687
2	2	1	PECH_001837	AN12213
2	2	1	PECH_001838	AN0686
2	2	1	PECH_001839	AN0685
2	2	1	PECH_001840	AN0684
2	2	1	PECH_001841	AN0674
2	2	1	PECH_001842	AN0675
2	2	1	PECH_001843	AN10110
2	2	1	PECH_001844	AN0676
2	2	1	PECH_001845	AN11122
2	2	1	PECH_001847	AN5798
2	2	1	PECH_001848	AN5799
2	2	1	PECH_001849	AN5801
2	2	1	PECH_001850	AN5802
2	2	1	PECH_001852	AN5806
2	2	1	PECH_001853	AN10732
2	2	1	PECH_001854	AN10738
2	2	1	PECH_001855	AN5804
2	2	1	PECH_001857	AN5803
2	2	1	PECH_001860	AN5811
2	2	1	PECH_001861	AN5810
2	2	1	PECH_001862	AN10737
2	2	1	PECH_001863	AN5808
2	2	1	PECH_001864	AN5590
2	2	1	PECH_001865	AN5919
2	2	1	PECH_001866	AN11843
2	2	1	PECH_001867	AN8057
2	2	1	PECH_001868	AN6654
2	2	1	PECH_001869	AN6655
2	2	1	PECH_001870	AN2327
2	2	1	PECH_001871	AN5232
2	2	1	PECH_001873	AN1800
2	2	1	PECH_001875	AN10955
2	2	1	PECH_001876	AN4384
2	2	1	PECH_001877	AN6132
2	2	1	PECH_001878	AN6136
2	2	1	PECH_001880	AN12044
2	2	1	PECH_001881	AN6138
2	2	1	PECH_001882	AN6139
2	2	1	PECH_001883	AN6140
2	2	1	PECH_001884	AN6141
2	2	1	PECH_001885	AN6142
2	2	1	PECH_001886	AN6143
2	2	1	PECH_001888	AN6145
2	2	1	PECH_001889	AN12045
2	2	1	PECH_001890	AN6146
2	2	1	PECH_001891	AN6147
2	2	1	PECH_001892	AN1017
2	2	1	PECH_001893	AN1726
2	2	1	PECH_001894	AN3296
2	2	1	PECH_001895	AN12474
2	2	1	PECH_001896	AN10229
2	2	1	PECH_001897	AN10232
2	2	1	PECH_001898	AN1729
2	2	1	PECH_001899	AN1730
2	2	1	PECH_001900	AN1731
2	2	1	PECH_001901	AN1733
2	2	1	PECH_001902	AN1734
2	2	1	PECH_001903	AN10233
2	2	1	PECH_001904	AN10230
2	2	1	PECH_001905	AN10247
2	2	1	PECH_001906	AN10235
2	2	1	PECH_001907	AN1882
2	2	1	PECH_001908	AN1884
2	2	1	PECH_001909	AN2813
2	2	1	PECH_001911	AN2079
2	2	1	PECH_001912	AN2080
2	2	1	PECH_001913	AN2081
2	2	1	PECH_001914	AN2082
2	2	1	PECH_001915	AN2083
2	2	1	PECH_001916	AN3890
2	2	1	PECH_001919	AN10215
2	2	1	PECH_001920	AN1518
2	2	1	PECH_001921	AN1519
2	2	1	PECH_001923	AN1520
2	2	1	PECH_001924	AN1521
2	2	1	PECH_001925	AN1522
2	2	1	PECH_001926	AN1523
2	2	1	PECH_001927	AN1524
2	2	1	PECH_001928	AN1525
2	2	1	PECH_001929	AN1526
2	2	1	PECH_001930	AN1527
2	2	1	PECH_001931	AN1528
2	2	1	PECH_001934	AN12471
2	2	1	PECH_001936	AN1533
2	2	1	PECH_001937	AN1534
2	2	1	PECH_001938	AN1535
2	2	1	PECH_001942	AN4377
2	2	1	PECH_001943	AN4376
2	2	1	PECH_001944	AN4375
2	2	1	PECH_001946	AN4378
2	2	1	PECH_001949	AN2582
2	2	1	PECH_001951	AN4379
2	2	1	PECH_001952	AN1182
2	2	1	PECH_001953	AN1187
2	2	1	PECH_001954	AN1186
2	2	1	PECH_001955	AN7140
2	2	1	PECH_001956	AN1189
2	2	1	PECH_001957	AN1190
2	2	1	PECH_001959	AN1191
2	2	1	PECH_001960	AN1192
2	2	1	PECH_001961	AN1193
2	2	1	PECH_001963	AN1059
2	2	1	PECH_001966	AN1058
2	2	1	PECH_001967	AN1057
2	2	1	PECH_001968	AN1056
2	2	1	PECH_001969	AN1055
2	2	1	PECH_001970	AN1054
2	2	1	PECH_001971	AN6804
2	2	1	PECH_001972	AN1053
2	2	1	PECH_001973	AN1052
2	2	1	PECH_001974	AN1565
2	2	1	PECH_001976	AN1564
2	2	1	PECH_001977	AN2658
2	2	1	PECH_001979	AN12089
2	2	1	PECH_001980	AN2404
2	2	1	PECH_001981	AN8988
2	2	1	PECH_001982	AN3264
2	2	1	PECH_001983	AN1560
2	2	1	PECH_001984	AN1559
2	2	1	PECH_001985	AN1558
2	2	1	PECH_001986	AN10219
2	2	1	PECH_001987	AN10216
2	2	1	PECH_001988	AN1555
2	2	1	PECH_001989	AN5354
2	2	1	PECH_001992	AN3129
2	2	1	PECH_001993	AN1554
2	2	1	PECH_001994	AN1424
2	2	1	PECH_001998	AN4854
2	2	1	PECH_001999	AN3547
2	2	1	PECH_002000	AN9483
2	2	1	PECH_002001	AN3563
2	2	1	PECH_002003	AN8621
2	2	1	PECH_002004	AN7590
2	2	1	PECH_002005	AN7598
2	2	1	PECH_002006	AN10868
2	2	1	PECH_000075	AN11138
2	2	1	PECH_000074	AN8843
2	2	1	PECH_000073	AN11133
2	2	1	PECH_002015	AN6042
2	2	1	PECH_002016	AN6041
2	2	1	PECH_002018	AN6046
2	2	1	PECH_002019	AN6047
2	2	1	PECH_002020	AN6048
2	2	1	PECH_002021	AN1736
2	2	1	PECH_002022	AN6049
2	2	1	PECH_002023	AN6050
2	2	1	PECH_002024	AN6053
2	2	1	PECH_002025	AN6054
2	2	1	PECH_002027	AN6055
2	2	1	PECH_002029	AN7329
2	2	1	PECH_002030	AN5214
2	2	1	PECH_002031	AN6058
2	2	1	PECH_002032	AN6059
2	2	1	PECH_002033	AN6060
2	2	1	PECH_002034	AN6061
2	2	1	PECH_002035	AN6232
2	2	1	PECH_002036	AN1563
2	2	1	PECH_002037	AN12360
2	2	1	PECH_002038	AN6233
