# Species	Genes	Alg.-Conn.	Pucsensis_2HH.fasta	Ncrassa_OR74A_v.12.fasta
2	2	1	PECH_001148	NCU00547
2	2	1	PECH_001150	NCU06491
2	2	1	PECH_001151	NCU11172
2	2	1	PECH_001154	NCU04323
2	2	1	PECH_001155	NCU06463
2	2	1	PECH_001160	NCU00065
2	2	1	PECH_001161	NCU00497
2	2	1	PECH_001162	NCU09476
2	2	1	PECH_001163	NCU09480
2	2	1	PECH_001164	NCU00376
2	2	1	PECH_001167	NCU06460
2	2	1	PECH_001168	NCU00232
2	2	1	PECH_001171	NCU01751
2	2	1	PECH_001173	NCU07027
2	2	1	PECH_001174	NCU05206
2	2	1	PECH_001177	NCU00814
2	2	1	PECH_001178	NCU00317
2	2	1	PECH_001179	NCU00316
2	2	1	PECH_001180	NCU11241
2	2	1	PECH_001181	NCU03216
2	2	1	PECH_001182	NCU04646
2	2	1	PECH_001183	NCU01318
2	2	1	PECH_001184	NCU01317
2	2	1	PECH_001185	NCU01315
2	2	1	PECH_001186	NCU01312
2	2	1	PECH_001192	NCU00315
2	2	1	PECH_001193	NCU00385
2	2	1	PECH_001196	NCU15832
2	2	1	PECH_001197	NCU01250
2	2	1	PECH_001200	NCU05891
2	2	1	PECH_001201	NCU04237
2	2	1	PECH_001203	NCU05889
2	2	1	PECH_001204	NCU05995
2	2	1	PECH_001206	NCU06717
2	2	1	PECH_001207	NCU01428
2	2	1	PECH_001210	NCU16833
2	2	1	PECH_001211	NCU08683
2	2	1	PECH_001214	NCU09434
2	2	1	PECH_001216	NCU09435
2	2	1	PECH_001217	NCU09436
2	2	1	PECH_001218	NCU09432
2	2	1	PECH_001220	NCU02385
2	2	1	PECH_001221	NCU02397
2	2	1	PECH_001222	NCU02234
2	2	1	PECH_001224	NCU02267
2	2	1	PECH_001226	NCU06118
2	2	1	PECH_001228	NCU06095
2	2	1	PECH_001229	NCU03817
2	2	1	PECH_001232	NCU03814
2	2	1	PECH_000110	NCU09005
2	2	1	PECH_001238	NCU11314
2	2	1	PECH_001241	NCU06194
2	2	1	PECH_001242	NCU06192
2	2	1	PECH_001243	NCU00148
2	2	1	PECH_001244	NCU06715
2	2	1	PECH_001245	NCU03811
2	2	1	PECH_001246	NCU01210
2	2	1	PECH_001247	NCU09649
2	2	1	PECH_001249	NCU08898
2	2	1	PECH_001251	NCU01429
2	2	1	PECH_001252	NCU16968
2	2	1	PECH_001253	NCU03815
2	2	1	PECH_001255	NCU04265
2	2	1	PECH_001258	NCU10467
2	2	1	PECH_001259	NCU10058
2	2	1	PECH_001260	NCU10059
2	2	1	PECH_001263	NCU02046
2	2	1	PECH_001264	NCU03922
2	2	1	PECH_001265	NCU06661
2	2	1	PECH_001266	NCU08945
2	2	1	PECH_001267	NCU06655
2	2	1	PECH_001270	NCU05818
2	2	1	PECH_001272	NCU06660
2	2	1	PECH_001274	NCU01332
2	2	1	PECH_001275	NCU02548
2	2	1	PECH_001276	NCU06729
2	2	1	PECH_001279	NCU04403
2	2	1	PECH_001281	NCU03379
2	2	1	PECH_001282	NCU01817
2	2	1	PECH_001283	NCU05598
2	2	1	PECH_001285	NCU04963
2	2	1	PECH_001287	NCU16895
2	2	1	PECH_001292	NCU11030
2	2	1	PECH_001293	NCU03839
2	2	1	PECH_001294	NCU08840
2	2	1	PECH_001295	NCU02017
2	2	1	PECH_001296	NCU02018
2	2	1	PECH_001297	NCU03261
2	2	1	PECH_001298	NCU06992
2	2	1	PECH_001301	NCU00355
2	2	1	PECH_000109	NCU09006
2	2	1	PECH_000108	NCU07739
2	2	1	PECH_001313	NCU09474
2	2	1	PECH_001314	NCU00308
2	2	1	PECH_001315	NCU09466
2	2	1	PECH_001316	NCU08977
2	2	1	PECH_001317	NCU10521
2	2	1	PECH_001319	NCU06061
2	2	1	PECH_001320	NCU06063
2	2	1	PECH_001323	NCU08611
2	2	1	PECH_001330	NCU01123
2	2	1	PECH_001334	NCU07919
2	2	1	PECH_001337	NCU08390
2	2	1	PECH_001344	NCU08964
2	2	1	PECH_001345	NCU02520
2	2	1	PECH_001346	NCU02805
2	2	1	PECH_001347	NCU03297
2	2	1	PECH_001348	NCU01150
2	2	1	PECH_001349	NCU00193
2	2	1	PECH_001350	NCU00194
2	2	1	PECH_001351	NCU04161
2	2	1	PECH_001353	NCU09759
2	2	1	PECH_001354	NCU08169
2	2	1	PECH_001358	NCU02545
2	2	1	PECH_001359	NCU02546
2	2	1	PECH_001360	NCU08177
2	2	1	PECH_001361	NCU02589
2	2	1	PECH_001362	NCU02587
2	2	1	PECH_001364	NCU02945
2	2	1	PECH_001366	NCU06505
2	2	1	PECH_001368	NCU09443
2	2	1	PECH_001369	NCU09442
2	2	1	PECH_001370	NCU02788
2	2	1	PECH_001372	NCU03697
2	2	1	PECH_001377	NCU07701
2	2	1	PECH_001379	NCU02583
2	2	1	PECH_001381	NCU05982
2	2	1	PECH_001382	NCU11215
2	2	1	PECH_001383	NCU05996
2	2	1	PECH_001384	NCU05999
2	2	1	PECH_001385	NCU06001
2	2	1	PECH_001387	NCU08166
2	2	1	PECH_001390	NCU05194
2	2	1	PECH_000106	NCU07546
2	2	1	PECH_001396	NCU03498
2	2	1	PECH_001398	NCU03497
2	2	1	PECH_001399	NCU05492
2	2	1	PECH_001402	NCU09670
2	2	1	PECH_001405	NCU17048
2	2	1	PECH_001406	NCU01901
2	2	1	PECH_001409	NCU02025
2	2	1	PECH_001410	NCU03148
2	2	1	PECH_001412	NCU02027
2	2	1	PECH_001413	NCU09049
2	2	1	PECH_001415	NCU09360
2	2	1	PECH_001417	NCU07428
2	2	1	PECH_001418	NCU08194
2	2	1	PECH_001419	NCU09071
2	2	1	PECH_001422	NCU08549
2	2	1	PECH_001428	NCU02481
2	2	1	PECH_001429	NCU09201
2	2	1	PECH_000105	NCU08990
2	2	1	PECH_000104	NCU08991
2	2	1	PECH_001436	NCU00753
2	2	1	PECH_001437	NCU03190
2	2	1	PECH_001438	NCU00567
2	2	1	PECH_001439	NCU00566
2	2	1	PECH_001440	NCU02592
2	2	1	PECH_001441	NCU03156
2	2	1	PECH_001442	NCU03155
2	2	1	PECH_000103	NCU11399
2	2	1	PECH_001449	NCU00420
2	2	1	PECH_001450	NCU00419
2	2	1	PECH_001456	NCU00418
2	2	1	PECH_001458	NCU01302
2	2	1	PECH_001461	NCU00145
2	2	1	PECH_001462	NCU00146
2	2	1	PECH_001464	NCU07761
2	2	1	PECH_001465	NCU09806
2	2	1	PECH_001468	NCU01300
2	2	1	PECH_001470	NCU06181
2	2	1	PECH_001471	NCU05647
2	2	1	PECH_001474	NCU00177
2	2	1	PECH_001475	NCU04173
2	2	1	PECH_001476	NCU04172
2	2	1	PECH_001477	NCU04188
2	2	1	PECH_001479	NCU06713
2	2	1	PECH_001480	NCU06712
2	2	1	PECH_001481	NCU06711
2	2	1	PECH_001482	NCU03809
2	2	1	PECH_001487	NCU01432
2	2	1	PECH_001489	NCU06704
2	2	1	PECH_001490	NCU04652
2	2	1	PECH_001491	NCU04651
2	2	1	PECH_001493	NCU03298
2	2	1	PECH_001495	NCU02665
2	2	1	PECH_001496	NCU02626
2	2	1	PECH_001498	NCU03659
2	2	1	PECH_001499	NCU03653
2	2	1	PECH_001500	NCU02624
2	2	1	PECH_001501	NCU02814
2	2	1	PECH_001502	NCU09367
2	2	1	PECH_001503	NCU03649
2	2	1	PECH_001504	NCU03650
2	2	1	PECH_001505	NCU02244
2	2	1	PECH_001507	NCU03488
2	2	1	PECH_001508	NCU01320
2	2	1	PECH_001509	NCU00035
2	2	1	PECH_001510	NCU00037
2	2	1	PECH_001511	NCU00033
2	2	1	PECH_001512	NCU00032
2	2	1	PECH_001513	NCU00034
2	2	1	PECH_001514	NCU09283
2	2	1	PECH_001515	NCU00320
2	2	1	PECH_001517	NCU01322
2	2	1	PECH_001518	NCU07528
2	2	1	PECH_001522	NCU03445
2	2	1	PECH_001525	NCU05159
2	2	1	PECH_001530	NCU03696
2	2	1	PECH_001532	NCU02456
2	2	1	PECH_001534	NCU06246
2	2	1	PECH_001535	NCU00152
2	2	1	PECH_001537	NCU16377
2	2	1	PECH_001538	NCU04761
2	2	1	PECH_001543	NCU06610
2	2	1	PECH_001544	NCU04759
2	2	1	PECH_001545	NCU07972
2	2	1	PECH_001546	NCU04772
2	2	1	PECH_001548	NCU04766
2	2	1	PECH_001549	NCU04762
2	2	1	PECH_001550	NCU04743
2	2	1	PECH_001553	NCU04776
2	2	1	PECH_001554	NCU03901
2	2	1	PECH_001555	NCU03899
2	2	1	PECH_001559	NCU04765
2	2	1	PECH_001560	NCU02595
2	2	1	PECH_001561	NCU04764
2	2	1	PECH_001562	NCU04771
2	2	1	PECH_001563	NCU04770
2	2	1	PECH_001564	NCU04768
2	2	1	PECH_001565	NCU07069
2	2	1	PECH_001566	NCU00456
2	2	1	PECH_001568	NCU09549
2	2	1	PECH_001570	NCU04106
2	2	1	PECH_001572	NCU11280
2	2	1	PECH_000102	NCU07542
2	2	1	PECH_001578	NCU09312
2	2	1	PECH_001579	NCU09313
2	2	1	PECH_001580	NCU06966
2	2	1	PECH_001582	NCU02669
2	2	1	PECH_001583	NCU08359
2	2	1	PECH_001584	NCU02802
2	2	1	PECH_001587	NCU02984
2	2	1	PECH_001593	NCU05780
2	2	1	PECH_001594	NCU08003
2	2	1	PECH_001596	NCU04354
2	2	1	PECH_001597	NCU07922
2	2	1	PECH_001600	NCU08021
2	2	1	PECH_001601	NCU07607
2	2	1	PECH_001604	NCU07588
2	2	1	PECH_001605	NCU07587
2	2	1	PECH_001607	NCU09658
2	2	1	PECH_001608	NCU11362
2	2	1	PECH_001612	NCU09876
2	2	1	PECH_001616	NCU01762
2	2	1	PECH_001617	NCU01761
2	2	1	PECH_001618	NCU05452
2	2	1	PECH_001620	NCU06771
2	2	1	PECH_001622	NCU01584
2	2	1	PECH_001624	NCU01765
2	2	1	PECH_001625	NCU05453
2	2	1	PECH_001626	NCU01760
2	2	1	PECH_001628	NCU01831
2	2	1	PECH_001629	NCU02319
2	2	1	PECH_001630	NCU03556
2	2	1	PECH_001632	NCU01645
2	2	1	PECH_001633	NCU01655
2	2	1	PECH_001635	NCU04405
2	2	1	PECH_001636	NCU04404
2	2	1	PECH_001637	NCU07937
2	2	1	PECH_001638	NCU07942
2	2	1	PECH_001641	NCU10519
2	2	1	PECH_001642	NCU02336
2	2	1	PECH_001643	NCU01722
2	2	1	PECH_001647	NCU08295
2	2	1	PECH_001648	NCU05268
2	2	1	PECH_001649	NCU05269
2	2	1	PECH_001650	NCU06792
2	2	1	PECH_001651	NCU06782
2	2	1	PECH_001652	NCU09646
2	2	1	PECH_001654	NCU05280
2	2	1	PECH_001656	NCU02623
2	2	1	PECH_001657	NCU09203
2	2	1	PECH_001658	NCU02473
2	2	1	PECH_001659	NCU02472
2	2	1	PECH_001660	NCU01763
2	2	1	PECH_001663	NCU03826
2	2	1	PECH_001664	NCU03827
2	2	1	PECH_001667	NCU03833
2	2	1	PECH_001668	NCU03834
2	2	1	PECH_001669	NCU09827
2	2	1	PECH_001670	NCU03836
2	2	1	PECH_001671	NCU03837
2	2	1	PECH_001675	NCU06573
2	2	1	PECH_001676	NCU06260
2	2	1	PECH_001681	NCU00056
2	2	1	PECH_001682	NCU11320
2	2	1	PECH_001683	NCU06454
2	2	1	PECH_001684	NCU07564
2	2	1	PECH_001685	NCU04522
2	2	1	PECH_001691	NCU03360
2	2	1	PECH_001692	NCU03343
2	2	1	PECH_001694	NCU03337
2	2	1	PECH_001695	NCU01665
2	2	1	PECH_001696	NCU01666
2	2	1	PECH_001697	NCU01668
2	2	1	PECH_001698	NCU01667
2	2	1	PECH_001700	NCU04274
2	2	1	PECH_001701	NCU03363
2	2	1	PECH_001702	NCU03340
2	2	1	PECH_001703	NCU01486
2	2	1	PECH_001706	NCU11381
2	2	1	PECH_001707	NCU08138
2	2	1	PECH_001708	NCU06777
2	2	1	PECH_001709	NCU06776
2	2	1	PECH_001710	NCU08163
2	2	1	PECH_001711	NCU08158
2	2	1	PECH_001718	NCU00911
2	2	1	PECH_001719	NCU00676
2	2	1	PECH_001720	NCU00579
2	2	1	PECH_001721	NCU00395
2	2	1	PECH_001722	NCU11325
2	2	1	PECH_001726	NCU09993
2	2	1	PECH_001727	NCU09460
2	2	1	PECH_001728	NCU02833
2	2	1	PECH_001729	NCU02090
2	2	1	PECH_001732	NCU03539
2	2	1	PECH_001734	NCU04309
2	2	1	PECH_001736	NCU01335
2	2	1	PECH_001737	NCU04259
2	2	1	PECH_001738	NCU05778
2	2	1	PECH_001739	NCU08941
2	2	1	PECH_001740	NCU08940
2	2	1	PECH_001741	NCU08938
2	2	1	PECH_001746	NCU08939
2	2	1	PECH_001747	NCU08954
2	2	1	PECH_001748	NCU04306
2	2	1	PECH_001752	NCU04304
2	2	1	PECH_001753	NCU04303
2	2	1	PECH_001754	NCU04302
2	2	1	PECH_001755	NCU08942
2	2	1	PECH_001756	NCU08927
2	2	1	PECH_001757	NCU08956
2	2	1	PECH_001758	NCU08955
2	2	1	PECH_001759	NCU04275
2	2	1	PECH_001766	NCU02837
2	2	1	PECH_001769	NCU03018
2	2	1	PECH_001770	NCU07158
2	2	1	PECH_001774	NCU00461
2	2	1	PECH_001785	NCU01006
2	2	1	PECH_001790	NCU03944
2	2	1	PECH_001791	NCU04614
2	2	1	PECH_001792	NCU04320
2	2	1	PECH_001794	NCU04606
2	2	1	PECH_001795	NCU08968
2	2	1	PECH_001796	NCU04241
2	2	1	PECH_001797	NCU17030
2	2	1	PECH_001798	NCU09253
2	2	1	PECH_001800	NCU01093
2	2	1	PECH_001803	NCU02555
2	2	1	PECH_001804	NCU02731
2	2	1	PECH_001812	NCU07482
2	2	1	PECH_001813	NCU09223
2	2	1	PECH_001814	NCU07504
2	2	1	PECH_001815	NCU09112
2	2	1	PECH_001816	NCU10155
2	2	1	PECH_001817	NCU04238
2	2	1	PECH_001818	NCU07154
2	2	1	PECH_001819	NCU07155
2	2	1	PECH_001820	NCU07023
2	2	1	PECH_001821	NCU05204
2	2	1	PECH_001823	NCU05203
2	2	1	PECH_001824	NCU05202
2	2	1	PECH_001826	NCU06347
2	2	1	PECH_001827	NCU06306
2	2	1	PECH_001829	NCU06330
2	2	1	PECH_001832	NCU04243
2	2	1	PECH_001834	NCU00200
2	2	1	PECH_001835	NCU00199
2	2	1	PECH_001836	NCU06727
2	2	1	PECH_001837	NCU08947
2	2	1	PECH_001838	NCU08946
2	2	1	PECH_001840	NCU02637
2	2	1	PECH_001841	NCU07247
2	2	1	PECH_001842	NCU07240
2	2	1	PECH_001843	NCU07170
2	2	1	PECH_001844	NCU03954
2	2	1	PECH_001848	NCU01412
2	2	1	PECH_001849	NCU03989
2	2	1	PECH_001850	NCU03990
2	2	1	PECH_001851	NCU04569
2	2	1	PECH_001852	NCU04584
2	2	1	PECH_001853	NCU04585
2	2	1	PECH_001854	NCU01215
2	2	1	PECH_001855	NCU12114
2	2	1	PECH_001857	NCU03992
2	2	1	PECH_001859	NCU03991
2	2	1	PECH_001860	NCU08550
2	2	1	PECH_001861	NCU11288
2	2	1	PECH_001863	NCU07705
2	2	1	PECH_001864	NCU16549
2	2	1	PECH_001865	NCU06436
2	2	1	PECH_001866	NCU16385
2	2	1	PECH_001867	NCU06452
2	2	1	PECH_001868	NCU02479
2	2	1	PECH_001869	NCU02480
2	2	1	PECH_001870	NCU00736
2	2	1	PECH_001873	NCU04615
2	2	1	PECH_001876	NCU01337
2	2	1	PECH_001877	NCU07513
2	2	1	PECH_001878	NCU07516
2	2	1	PECH_001880	NCU00214
2	2	1	PECH_001881	NCU00213
2	2	1	PECH_001882	NCU00168
2	2	1	PECH_001883	NCU00581
2	2	1	PECH_001884	NCU06549
2	2	1	PECH_001885	NCU00210
2	2	1	PECH_001886	NCU00209
2	2	1	PECH_001888	NCU08554
2	2	1	PECH_001889	NCU08553
2	2	1	PECH_001890	NCU08552
2	2	1	PECH_001891	NCU08551
2	2	1	PECH_001892	NCU07024
2	2	1	PECH_001893	NCU09864
2	2	1	PECH_001896	NCU04074
2	2	1	PECH_001900	NCU02936
2	2	1	PECH_001901	NCU03076
2	2	1	PECH_001902	NCU00838
2	2	1	PECH_001903	NCU00837
2	2	1	PECH_001904	NCU03963
2	2	1	PECH_001905	NCU07125
2	2	1	PECH_000099	NCU09004
2	2	1	PECH_001909	NCU09278
2	2	1	PECH_001911	NCU03907
2	2	1	PECH_001912	NCU04790
2	2	1	PECH_001913	NCU04789
2	2	1	PECH_001914	NCU03906
2	2	1	PECH_001916	NCU12087
2	2	1	PECH_001919	NCU02960
2	2	1	PECH_001920	NCU09804
2	2	1	PECH_001921	NCU04730
2	2	1	PECH_001923	NCU09259
2	2	1	PECH_001924	NCU02661
2	2	1	PECH_001925	NCU02660
2	2	1	PECH_001926	NCU02514
2	2	1	PECH_001927	NCU00963
2	2	1	PECH_001928	NCU00965
2	2	1	PECH_001929	NCU00966
2	2	1	PECH_001930	NCU02579
2	2	1	PECH_001936	NCU00501
2	2	1	PECH_001937	NCU00502
2	2	1	PECH_001938	NCU03054
2	2	1	PECH_001942	NCU00998
2	2	1	PECH_001943	NCU01195
2	2	1	PECH_001944	NCU00999
2	2	1	PECH_001946	NCU04310
2	2	1	PECH_001952	NCU04054
2	2	1	PECH_001953	NCU05384
2	2	1	PECH_001955	NCU16368
2	2	1	PECH_001956	NCU04736
2	2	1	PECH_001957	NCU09814
2	2	1	PECH_001958	NCU16378
2	2	1	PECH_001959	NCU09813
2	2	1	PECH_001960	NCU05262
2	2	1	PECH_001961	NCU09810
2	2	1	PECH_001963	NCU01611
2	2	1	PECH_001966	NCU02470
2	2	1	PECH_001967	NCU09980
2	2	1	PECH_001968	NCU08485
2	2	1	PECH_001969	NCU03366
2	2	1	PECH_001971	NCU09287
2	2	1	PECH_001973	NCU01731
2	2	1	PECH_001974	NCU02118
2	2	1	PECH_001977	NCU08821
2	2	1	PECH_001980	NCU04921
2	2	1	PECH_001983	NCU09258
2	2	1	PECH_001984	NCU09257
2	2	1	PECH_001985	NCU02111
2	2	1	PECH_001986	NCU00903
2	2	1	PECH_001987	NCU09325
2	2	1	PECH_001988	NCU09324
2	2	1	PECH_001989	NCU06080
2	2	1	PECH_001992	NCU08852
2	2	1	PECH_001993	NCU09322
2	2	1	PECH_001998	NCU04193
2	2	1	PECH_002000	NCU00866
2	2	1	PECH_002001	NCU00865
2	2	1	PECH_002004	NCU09041
2	2	1	PECH_002005	NCU09764
2	2	1	PECH_002006	NCU08179
2	2	1	PECH_002015	NCU07878
2	2	1	PECH_002016	NCU00183
2	2	1	PECH_002018	NCU07850
2	2	1	PECH_002019	NCU07939
2	2	1	PECH_002020	NCU07941
2	2	1	PECH_002021	NCU00017
2	2	1	PECH_002022	NCU01715
2	2	1	PECH_002024	NCU09595
2	2	1	PECH_002025	NCU05517
2	2	1	PECH_002026	NCU12100
2	2	1	PECH_002027	NCU05516
2	2	1	PECH_002031	NCU05525
2	2	1	PECH_002032	NCU05521
2	2	1	PECH_002035	NCU08515
2	2	1	PECH_002036	NCU09783
2	2	1	PECH_002038	NCU17061
2	2	1	PECH_002039	NCU17060
2	2	1	PECH_002040	NCU07078
2	2	1	PECH_002042	NCU01515
2	2	1	PECH_002043	NCU01804
2	2	1	PECH_002044	NCU01803
2	2	1	PECH_002045	NCU04808
2	2	1	PECH_002046	NCU01808
2	2	1	PECH_002048	NCU01807
2	2	1	PECH_002049	NCU01806
2	2	1	PECH_002050	NCU01498
2	2	1	PECH_002055	NCU01504
2	2	1	PECH_002059	NCU01516
2	2	1	PECH_002060	NCU01512
2	2	1	PECH_002061	NCU01514
2	2	1	PECH_002062	NCU06741
2	2	1	PECH_002063	NCU06740
2	2	1	PECH_002064	NCU06739
2	2	1	PECH_002065	NCU06738
2	2	1	PECH_002066	NCU01535
2	2	1	PECH_002071	NCU05459
2	2	1	PECH_002072	NCU01543
2	2	1	PECH_002073	NCU01511
2	2	1	PECH_002074	NCU01502
2	2	1	PECH_002075	NCU01503
2	2	1	PECH_002076	NCU01674
2	2	1	PECH_002077	NCU01673
2	2	1	PECH_002081	NCU01672
2	2	1	PECH_002082	NCU04940
2	2	1	PECH_002091	NCU17114
2	2	1	PECH_002093	NCU07062
2	2	1	PECH_002094	NCU03914
2	2	1	PECH_002096	NCU04786
2	2	1	PECH_002097	NCU05973
2	2	1	PECH_002098	NCU17064
2	2	1	PECH_002099	NCU05971
2	2	1	PECH_002100	NCU05972
2	2	1	PECH_002102	NCU06577
2	2	1	PECH_002104	NCU06578
2	2	1	PECH_002105	NCU02648
2	2	1	PECH_002107	NCU04845
2	2	1	PECH_002108	NCU08603
2	2	1	PECH_002110	NCU03493
2	2	1	PECH_002114	NCU01575
2	2	1	PECH_002116	NCU01559
2	2	1	PECH_002117	NCU01563
2	2	1	PECH_002118	NCU01564
2	2	1	PECH_002119	NCU04368
2	2	1	PECH_002120	NCU04370
2	2	1	PECH_002121	NCU06988
2	2	1	PECH_002123	NCU04374
2	2	1	PECH_002125	NCU06997
2	2	1	PECH_002126	NCU06996
2	2	1	PECH_002127	NCU09748
2	2	1	PECH_002130	NCU04343
2	2	1	PECH_002135	NCU11040
2	2	1	PECH_002136	NCU04347
2	2	1	PECH_002137	NCU06971
2	2	1	PECH_002138	NCU03643
2	2	1	PECH_002144	NCU04725
2	2	1	PECH_002148	NCU04726
2	2	1	PECH_000098	NCU00269
2	2	1	PECH_002153	NCU07947
2	2	1	PECH_002155	NCU16791
2	2	1	PECH_002156	NCU07925
2	2	1	PECH_002161	NCU02307
2	2	1	PECH_002162	NCU03086
2	2	1	PECH_002166	NCU06868
2	2	1	PECH_002167	NCU00765
2	2	1	PECH_000095	NCU06176
2	2	1	PECH_002172	NCU06869
2	2	1	PECH_002174	NCU05895
2	2	1	PECH_002175	NCU05894
2	2	1	PECH_002176	NCU02285
2	2	1	PECH_002178	NCU02293
2	2	1	PECH_002179	NCU02294
2	2	1	PECH_002181	NCU01072
2	2	1	PECH_002182	NCU05067
2	2	1	PECH_002183	NCU00542
2	2	1	PECH_002184	NCU00541
2	2	1	PECH_002185	NCU11289
2	2	1	PECH_002186	NCU02786
2	2	1	PECH_002187	NCU00648
2	2	1	PECH_002191	NCU02784
2	2	1	PECH_002192	NCU02785
2	2	1	PECH_002195	NCU02097
2	2	1	PECH_000093	NCU06179
2	2	1	PECH_002198	NCU03141
2	2	1	PECH_002200	NCU01014
2	2	1	PECH_002201	NCU06039
2	2	1	PECH_002202	NCU06029
2	2	1	PECH_002204	NCU04729
2	2	1	PECH_002205	NCU02082
2	2	1	PECH_002206	NCU02100
2	2	1	PECH_002208	NCU03105
2	2	1	PECH_002209	NCU00860
2	2	1	PECH_002210	NCU02571
2	2	1	PECH_002211	NCU02572
2	2	1	PECH_002212	NCU02573
2	2	1	PECH_002214	NCU02576
2	2	1	PECH_002217	NCU02075
2	2	1	PECH_002218	NCU02078
2	2	1	PECH_002220	NCU02079
2	2	1	PECH_002221	NCU02547
2	2	1	PECH_002224	NCU02552
2	2	1	PECH_002225	NCU02614
2	2	1	PECH_002226	NCU02566
2	2	1	PECH_002227	NCU02567
2	2	1	PECH_002232	NCU02558
2	2	1	PECH_002233	NCU07481
2	2	1	PECH_002234	NCU06603
2	2	1	PECH_002235	NCU09321
2	2	1	PECH_002236	NCU09111
2	2	1	PECH_002237	NCU09109
2	2	1	PECH_002241	NCU07465
2	2	1	PECH_002242	NCU07466
2	2	1	PECH_002243	NCU09107
2	2	1	PECH_002244	NCU09106
2	2	1	PECH_002245	NCU00950
2	2	1	PECH_002246	NCU00951
2	2	1	PECH_002247	NCU00952
2	2	1	PECH_002248	NCU00953
2	2	1	PECH_002249	NCU02687
2	2	1	PECH_002253	NCU04661
2	2	1	PECH_002254	NCU01342
2	2	1	PECH_002255	NCU01343
2	2	1	PECH_002256	NCU05810
2	2	1	PECH_002257	NCU04212
2	2	1	PECH_002258	NCU03985
2	2	1	PECH_002259	NCU04588
2	2	1	PECH_002261	NCU01276
2	2	1	PECH_002262	NCU05089
2	2	1	PECH_002263	NCU11012
2	2	1	PECH_002264	NCU00038
2	2	1	PECH_002268	NCU02750
2	2	1	PECH_002269	NCU08607
2	2	1	PECH_002270	NCU06470
2	2	1	PECH_002272	NCU07558
2	2	1	PECH_002276	NCU06483
2	2	1	PECH_002277	NCU06473
2	2	1	PECH_002280	NCU06472
2	2	1	PECH_002281	NCU07683
2	2	1	PECH_002282	NCU07684
2	2	1	PECH_002284	NCU06969
2	2	1	PECH_002285	NCU08298
2	2	1	PECH_002286	NCU08012
2	2	1	PECH_002287	NCU06187
2	2	1	PECH_002289	NCU04657
2	2	1	PECH_002290	NCU06666
2	2	1	PECH_002296	NCU02729
2	2	1	PECH_002297	NCU09250
2	2	1	PECH_002298	NCU02748
2	2	1	PECH_002299	NCU02749
2	2	1	PECH_002301	NCU03050
2	2	1	PECH_002302	NCU03051
2	2	1	PECH_002303	NCU02060
2	2	1	PECH_002304	NCU08354
2	2	1	PECH_002307	NCU08606
2	2	1	PECH_002308	NCU07363
2	2	1	PECH_002309	NCU02522
2	2	1	PECH_002310	NCU16454
2	2	1	PECH_002311	NCU11363
2	2	1	PECH_002314	NCU07395
2	2	1	PECH_002317	NCU09350
2	2	1	PECH_002320	NCU06402
2	2	1	PECH_002321	NCU06403
2	2	1	PECH_002322	NCU06404
2	2	1	PECH_002324	NCU06393
2	2	1	PECH_002326	NCU11188
2	2	1	PECH_002328	NCU01859
2	2	1	PECH_002329	NCU01858
2	2	1	PECH_002330	NCU05513
2	2	1	PECH_002332	NCU01702
2	2	1	PECH_002333	NCU00641
2	2	1	PECH_002334	NCU05364
2	2	1	PECH_002336	NCU01739
2	2	1	PECH_002337	NCU01356
2	2	1	PECH_002339	NCU00560
2	2	1	PECH_002341	NCU00565
2	2	1	PECH_002342	NCU02004
2	2	1	PECH_002343	NCU02005
2	2	1	PECH_002344	NCU04395
2	2	1	PECH_002352	NCU04566
2	2	1	PECH_002353	NCU09843
2	2	1	PECH_002354	NCU09847
2	2	1	PECH_002355	NCU04228
2	2	1	PECH_002356	NCU03986
2	2	1	PECH_002358	NCU00895
2	2	1	PECH_002359	NCU00896
2	2	1	PECH_002360	NCU00892
2	2	1	PECH_002361	NCU17177
2	2	1	PECH_002362	NCU02452
2	2	1	PECH_002364	NCU06927
2	2	1	PECH_002366	NCU01636
2	2	1	PECH_002368	NCU03781
2	2	1	PECH_002369	NCU01271
2	2	1	PECH_002370	NCU17101
2	2	1	PECH_002371	NCU01274
2	2	1	PECH_002373	NCU01272
2	2	1	PECH_002374	NCU01273
2	2	1	PECH_002375	NCU01275
2	2	1	PECH_002376	NCU03763
2	2	1	PECH_002377	NCU03760
2	2	1	PECH_002382	NCU03635
2	2	1	PECH_002383	NCU03636
2	2	1	PECH_002385	NCU03759
2	2	1	PECH_002387	NCU03632
2	2	1	PECH_002390	NCU03633
2	2	1	PECH_002391	NCU03784
2	2	1	PECH_002392	NCU03783
2	2	1	PECH_000090	NCU01069
2	2	1	PECH_002394	NCU02508
2	2	1	PECH_002395	NCU02509
2	2	1	PECH_002397	NCU02505
2	2	1	PECH_002400	NCU02510
2	2	1	PECH_002401	NCU01231
2	2	1	PECH_002410	NCU07881
2	2	1	PECH_002413	NCU07837
2	2	1	PECH_002414	NCU07872
2	2	1	PECH_002415	NCU07831
2	2	1	PECH_002416	NCU08841
2	2	1	PECH_002417	NCU08828
2	2	1	PECH_002418	NCU08827
2	2	1	PECH_002419	NCU07843
2	2	1	PECH_002420	NCU07829
2	2	1	PECH_002425	NCU06596
2	2	1	PECH_002426	NCU07987
2	2	1	PECH_002427	NCU07999
2	2	1	PECH_002429	NCU07988
